user_id,explanation_id,start_time,end_time,duration_seconds,source,platform
1,e3920,2019-08-07 13:47:12.525,2019-08-07 13:47:18.609,6.084,sprint,mobile
1,e2856,2019-08-07 13:48:18.657,2019-08-07 13:48:47.870,29.213,sprint,mobile
1,e3163,2019-08-07 13:49:18.655,2019-08-07 13:49:25.563,6.908,sprint,mobile
1,e11359,2019-08-07 13:50:06.169,2019-08-07 13:50:35.453,29.284,sprint,mobile
1,e4579,2019-08-09 00:23:31.844,2019-08-09 00:23:54.435,22.591,sprint,mobile
1,e3911,2019-08-09 00:24:12.406,2019-08-09 00:24:36.625,24.219,sprint,mobile
1,e3603,2019-08-09 00:25:24.571,2019-08-09 00:26:09.329,44.758,sprint,mobile
1,e6291,2019-08-09 00:26:34.180,2019-08-09 00:26:58.932,24.752,sprint,mobile
1,e3813,2019-08-09 00:27:23.445,2019-08-09 00:27:45.006,21.561,sprint,mobile
1,e3862,2019-08-09 00:28:05.773,2019-08-09 00:28:20.545,14.772,sprint,mobile
1,e3091,2019-08-09 00:28:58.843,2019-08-09 00:29:34.609,35.766,sprint,mobile
1,e7075,2019-08-09 00:31:19.117,2019-08-09 00:31:41.760,22.643,sprint,mobile
1,e5143,2019-08-09 00:32:18.117,2019-08-09 00:32:26.901,8.784,sprint,mobile
1,e2323,2019-08-09 00:33:19.590,2019-08-09 00:33:44.570,24.98,sprint,mobile
1,e150,2019-08-09 14:23:41.348,2019-08-09 14:24:29.013,47.665,sprint,mobile
1,e5564,2019-08-09 14:24:55.826,2019-08-09 14:25:21.414,25.588,sprint,mobile
1,e5532,2019-08-09 14:25:46.609,2019-08-09 14:26:09.888,23.279,sprint,mobile
1,e8069,2019-08-09 14:26:36.242,2019-08-09 14:27:09.755,33.513,sprint,mobile
1,e143,2019-08-09 14:27:37.295,2019-08-09 14:28:22.351,45.056,sprint,mobile
1,e560,2019-08-09 14:29:11.518,2019-08-09 14:29:55.256,43.738,sprint,mobile
1,e577,2019-08-09 14:30:17.358,2019-08-09 14:30:43.303,25.945,sprint,mobile
1,e698,2019-08-09 14:31:08.681,2019-08-09 14:32:20.072,71.391,sprint,mobile
1,e8302,2019-08-09 14:32:46.058,2019-08-09 14:33:16.815,30.757,sprint,mobile
1,e1182,2019-08-09 14:33:42.157,2019-08-09 14:34:08.041,25.884,sprint,mobile
1,e5186,2019-08-10 00:06:04.846,2019-08-10 00:07:30.168,85.322,sprint,mobile
1,e4031,2019-08-11 21:23:17.048,2019-08-11 21:23:30.536,13.488,sprint,mobile
1,e5033,2019-08-11 21:24:16.986,2019-08-11 21:25:34.645,77.659,sprint,mobile
1,e6038,2019-08-11 21:26:16.123,2019-08-11 21:26:38.520,22.397,sprint,mobile
1,e6147,2019-08-11 21:27:03.769,2019-08-11 21:27:16.714,12.945,sprint,mobile
1,e4510,2019-08-11 21:27:38.927,2019-08-11 21:27:44.062,5.135,sprint,mobile
1,e3753,2019-08-11 21:28:48.502,2019-08-11 21:29:48.386,59.884,sprint,mobile
1,e4718,2019-08-11 21:30:42.125,2019-08-11 21:31:27.914,45.789,sprint,mobile
1,e6475,2019-08-11 21:31:56.428,2019-08-11 21:32:14.105,17.677,sprint,mobile
1,e4587,2019-08-11 21:33:11.425,2019-08-11 21:33:38.047,26.622,sprint,mobile
1,e3010,2019-08-11 21:33:53.787,2019-08-11 21:34:09.997,16.21,sprint,mobile
1,e2808,2019-08-17 07:12:14.761,2019-08-17 07:12:19.068,4.307,sprint,mobile
1,e11395,2019-08-17 07:13:23.249,2019-08-17 07:13:43.669,20.42,sprint,mobile
1,e5054,2019-08-17 07:14:38.719,2019-08-17 07:14:56.926,18.207,sprint,mobile
1,e3922,2019-08-17 07:15:53.904,2019-08-17 07:16:13.730,19.826,sprint,mobile
1,e2836,2019-08-17 07:16:46.652,2019-08-17 07:16:54.891,8.239,sprint,mobile
1,e2836,2019-08-17 07:17:54.937,2019-08-17 07:17:59.832,4.895,adaptive_offer,mobile
1,e5033,2019-08-17 07:18:15.895,2019-08-17 07:18:32.096,16.201,adaptive_offer,mobile
1,e7920,2019-08-17 07:37:44.810,2019-08-17 07:37:57.322,12.512,sprint,mobile
1,e5207,2019-08-17 07:41:21.048,2019-08-17 07:42:44.868,83.82,sprint,mobile
1,e4256,2019-08-19 12:50:18.680,2019-08-19 12:50:42.265,23.585,sprint,mobile
1,e5908,2019-08-19 12:51:43.231,2019-08-19 12:52:10.609,27.378,sprint,mobile
1,e2471,2019-08-19 12:52:45.443,2019-08-19 12:53:03.548,18.105,sprint,mobile
1,e5833,2019-08-19 12:53:39.559,2019-08-19 12:54:00.997,21.438,sprint,mobile
1,e4726,2019-08-19 12:54:56.144,2019-08-19 12:55:32.429,36.285,sprint,mobile
1,e6385,2019-08-19 12:59:22.276,2019-08-19 12:59:27.965,5.689,sprint,mobile
1,e2829,2019-08-19 13:00:19.309,2019-08-19 13:00:53.676,34.367,sprint,mobile
1,e3964,2019-08-19 13:01:34.196,2019-08-19 13:02:02.283,28.087,sprint,mobile
1,e2460,2019-08-19 13:02:15.870,2019-08-19 13:02:48.169,32.299,sprint,mobile
1,e7418,2019-08-19 13:03:20.097,2019-08-19 13:03:45.903,25.806,sprint,mobile
1,e5139,2019-08-19 21:44:27.729,2019-08-19 21:45:12.763,45.034,sprint,mobile
1,e2306,2019-08-19 21:45:34.568,2019-08-19 21:45:49.741,15.173,sprint,mobile
1,e2659,2019-08-19 21:46:42.481,2019-08-19 21:47:21.912,39.431,sprint,mobile
1,e5992,2019-08-19 21:47:48.413,2019-08-19 21:48:11.969,23.556,sprint,mobile
1,e3097,2019-08-19 21:48:29.760,2019-08-19 21:48:54.569,24.809,sprint,mobile
1,e4986,2019-08-19 21:49:23.455,2019-08-19 21:49:37.485,14.03,sprint,mobile
1,e6008,2019-08-19 21:50:06.443,2019-08-19 21:50:41.006,34.563,sprint,mobile
1,e7479,2019-08-19 21:51:28.241,2019-08-19 21:52:02.164,33.923,sprint,mobile
1,e3095,2019-08-19 21:53:00.116,2019-08-19 21:54:00.815,60.699,sprint,mobile
1,e3990,2019-08-19 21:55:13.414,2019-08-19 21:56:10.730,57.316,sprint,mobile
1,e4711,2019-08-20 21:19:50.538,2019-08-20 21:20:08.477,17.939,sprint,mobile
1,e6499,2019-08-20 21:21:33.390,2019-08-20 21:22:35.423,62.033,sprint,mobile
1,e3815,2019-08-20 21:23:12.244,2019-08-20 21:23:35.114,22.87,sprint,mobile
1,e5083,2019-08-20 21:24:21.798,2019-08-20 21:24:43.616,21.818,sprint,mobile
1,e2477,2019-08-20 21:25:16.381,2019-08-20 21:25:47.153,30.772,sprint,mobile
1,e5929,2019-08-20 21:26:17.626,2019-08-20 21:26:31.352,13.725999999999999,sprint,mobile
1,e3582,2019-08-20 21:27:06.568,2019-08-20 21:27:35.456,28.888,sprint,mobile
1,e4039,2019-08-20 21:28:02.783,2019-08-20 21:29:01.273,58.49,sprint,mobile
1,e2527,2019-08-20 21:29:29.309,2019-08-20 21:30:00.032,30.723,sprint,mobile
1,e7500,2019-08-20 21:30:54.790,2019-08-20 21:31:41.366,46.576,sprint,mobile
1,e4273,2019-08-21 13:22:00.703,2019-08-21 13:22:14.183,13.48,sprint,mobile
1,e2850,2019-08-21 13:23:04.034,2019-08-21 13:24:07.219,63.185,sprint,mobile
1,e5806,2019-08-21 13:24:42.360,2019-08-21 13:25:00.802,18.442,sprint,mobile
1,e7171,2019-08-21 13:25:43.711,2019-08-21 13:26:04.571,20.86,sprint,mobile
1,e4619,2019-08-21 13:26:48.591,2019-08-21 13:27:09.104,20.513,sprint,mobile
1,e4085,2019-08-21 13:28:02.124,2019-08-21 13:28:23.219,21.095,sprint,mobile
1,e3027,2019-08-21 13:29:44.917,2019-08-21 13:30:25.773,40.856,sprint,mobile
1,e6169,2019-08-21 13:31:07.689,2019-08-21 13:32:02.875,55.186,sprint,mobile
1,e4922,2019-08-21 16:06:45.789,2019-08-21 16:07:23.820,38.031,sprint,mobile
1,e4645,2019-08-21 16:08:02.170,2019-08-21 16:08:08.636,6.466,sprint,mobile
1,e668,2019-08-22 12:46:13.556,2019-08-22 12:48:12.385,118.829,sprint,mobile
1,e947,2019-08-22 12:48:41.754,2019-08-22 12:49:58.461,76.707,sprint,mobile
1,e676,2019-08-22 12:50:22.817,2019-08-22 12:52:07.010,104.193,sprint,mobile
1,e834,2019-08-22 12:52:40.065,2019-08-22 12:54:13.769,93.704,sprint,mobile
1,e703,2019-08-22 12:54:39.444,2019-08-22 12:56:08.027,88.583,sprint,mobile
1,e967,2019-08-22 12:56:32.256,2019-08-22 12:57:56.073,83.817,sprint,mobile
1,e1346,2019-08-22 12:58:20.858,2019-08-22 13:00:02.520,101.662,sprint,mobile
1,e467,2019-08-22 13:00:28.117,2019-08-22 13:01:48.086,79.969,sprint,mobile
1,e850,2019-08-22 13:02:12.445,2019-08-22 13:03:42.077,89.632,sprint,mobile
1,e316,2019-08-22 13:04:03.612,2019-08-22 13:05:21.759,78.147,sprint,mobile
1,e4318,2019-08-22 13:07:04.046,2019-08-22 13:07:57.044,52.998,sprint,mobile
1,e6828,2019-08-22 13:08:56.096,2019-08-22 13:09:22.037,25.941,sprint,mobile
1,e2563,2019-08-22 13:11:06.574,2019-08-22 13:11:47.131,40.557,sprint,mobile
1,e4306,2019-08-22 13:13:17.744,2019-08-22 13:13:40.803,23.059,sprint,mobile
1,e3592,2019-08-22 13:14:17.215,2019-08-22 13:14:41.640,24.425,sprint,mobile
1,e11521,2019-08-22 13:15:12.947,2019-08-22 13:15:27.605,14.658,sprint,mobile
1,e4910,2019-08-22 13:16:18.430,2019-08-22 13:16:40.104,21.674,sprint,mobile
1,e3060,2019-08-22 13:17:35.285,2019-08-22 13:18:07.685,32.4,sprint,mobile
1,e4214,2019-08-22 13:19:17.646,2019-08-22 13:19:55.239,37.593,sprint,mobile
1,e4431,2019-08-22 13:20:30.497,2019-08-22 13:20:53.616,23.119,sprint,mobile
1,e555,2019-08-24 13:57:32.887,2019-08-24 13:59:05.529,92.642,sprint,mobile
1,e749,2019-08-24 13:59:28.631,2019-08-24 14:00:35.563,66.932,sprint,mobile
1,e237,2019-08-24 14:01:05.344,2019-08-24 14:02:32.280,86.936,sprint,mobile
1,e380,2019-08-24 14:02:58.842,2019-08-24 14:04:45.939,107.097,sprint,mobile
1,e1310,2019-08-24 14:05:10.249,2019-08-24 14:06:35.990,85.741,sprint,mobile
1,e945,2019-08-24 14:06:59.674,2019-08-24 14:08:49.929,110.255,sprint,mobile
1,e754,2019-08-24 14:09:14.291,2019-08-24 14:10:24.931,70.64,sprint,mobile
1,e667,2019-08-24 14:11:08.246,2019-08-24 14:12:53.104,104.858,sprint,mobile
1,e1062,2019-08-24 14:13:22.383,2019-08-24 14:14:02.454,40.071,sprint,mobile
1,e600,2019-08-24 14:14:27.096,2019-08-24 14:25:06.534,639.438,sprint,mobile
1,e600,2019-08-25 13:22:45.967,2019-08-25 13:23:39.529,53.562,sprint,mobile
1,e523,2019-08-25 13:24:13.517,2019-08-25 13:24:51.549,38.032,sprint,mobile
1,e469,2019-08-25 13:25:14.762,2019-08-25 13:26:30.662,75.9,sprint,mobile
1,e1049,2019-08-25 13:26:52.901,2019-08-25 13:28:11.463,78.562,sprint,mobile
1,e1340,2019-08-25 13:28:35.532,2019-08-25 13:30:02.212,86.68,sprint,mobile
1,e243,2019-08-25 13:30:29.322,2019-08-25 13:32:17.058,107.736,sprint,mobile
1,e729,2019-08-25 13:32:43.605,2019-08-25 13:34:18.314,94.709,sprint,mobile
1,e1395,2019-08-25 13:34:46.859,2019-08-25 13:36:29.993,103.134,sprint,mobile
1,e1383,2019-08-25 13:36:53.970,2019-08-25 13:38:23.058,89.088,sprint,mobile
1,e802,2019-08-25 13:38:43.105,2019-08-25 13:39:34.827,51.722,sprint,mobile
1,e870,2019-08-25 13:39:59.222,2019-08-25 13:41:50.052,110.83,sprint,mobile
1,e870,2019-08-25 21:36:03.638,2019-08-25 21:36:06.993,3.355,sprint,mobile
1,e4370,2019-08-25 21:37:25.709,2019-08-25 21:37:34.218,8.509,sprint,mobile
1,e2734,2019-08-25 21:37:56.982,2019-08-25 21:38:31.344,34.362,sprint,mobile
1,e3924,2019-08-25 21:39:05.031,2019-08-25 21:39:20.202,15.171,sprint,mobile
1,e6806,2019-08-25 21:39:47.218,2019-08-25 21:40:09.839,22.621,sprint,mobile
1,e4295,2019-08-25 21:40:47.298,2019-08-25 21:41:23.374,36.076,sprint,mobile
1,e6043,2019-08-25 21:42:23.990,2019-08-25 21:42:48.249,24.259,sprint,mobile
1,e5029,2019-08-25 21:43:49.014,2019-08-25 21:44:30.084,41.07,sprint,mobile
1,e6109,2019-08-25 21:45:32.196,2019-08-25 21:45:45.843,13.647,sprint,mobile
1,e4933,2019-08-25 21:47:49.136,2019-08-25 21:48:11.611,22.475,sprint,mobile
1,e3775,2019-08-25 21:48:27.874,2019-08-25 21:48:45.566,17.692,sprint,mobile
1,e3571,2019-08-26 08:15:05.826,2019-08-26 08:15:51.987,46.161,sprint,mobile
1,e7128,2019-08-26 08:16:11.222,2019-08-26 08:16:32.945,21.723,sprint,mobile
1,e2533,2019-08-26 08:17:24.551,2019-08-26 08:18:35.069,70.518,sprint,mobile
1,e4607,2019-08-26 08:19:37.235,2019-08-26 08:20:03.876,26.641,sprint,mobile
1,e2934,2019-08-26 08:20:27.653,2019-08-26 08:20:51.780,24.127,sprint,mobile
1,e5724,2019-08-26 08:23:39.572,2019-08-26 08:24:41.642,62.07,sprint,mobile
1,e3843,2019-08-26 08:25:41.467,2019-08-26 08:26:21.533,40.066,sprint,mobile
1,e3006,2019-08-26 08:27:58.540,2019-08-26 08:28:47.553,49.013,sprint,mobile
1,e4963,2019-08-26 08:29:35.394,2019-08-26 08:30:32.094,56.7,sprint,mobile
1,e2375,2019-08-26 08:31:18.864,2019-08-26 08:31:51.014,32.15,sprint,mobile
1,e552,2019-08-26 13:16:51.268,2019-08-26 13:18:51.247,119.979,sprint,mobile
1,e858,2019-08-26 13:19:14.396,2019-08-26 13:20:26.353,71.957,sprint,mobile
1,e477,2019-08-26 13:32:57.101,2019-08-26 13:34:17.469,80.368,sprint,mobile
1,e764,2019-08-26 13:34:39.217,2019-08-26 13:35:42.046,62.829,sprint,mobile
1,e1149,2019-08-26 13:36:04.588,2019-08-26 13:36:54.269,49.681,sprint,mobile
1,e5075,2019-08-26 21:47:24.558,2019-08-26 21:48:25.498,60.94,sprint,mobile
1,e3607,2019-08-26 21:51:16.717,2019-08-26 21:52:20.799,64.082,sprint,mobile
1,e3984,2019-08-26 21:52:50.056,2019-08-26 21:53:43.615,53.559,sprint,mobile
1,e6306,2019-08-26 21:54:21.800,2019-08-26 21:54:45.042,23.242,sprint,mobile
1,e4184,2019-08-26 21:56:04.041,2019-08-26 21:56:05.868,1.827,sprint,mobile
1,e4184,2019-08-27 13:06:27.842,2019-08-27 13:06:35.070,7.228,sprint,mobile
1,e3071,2019-08-27 13:07:25.918,2019-08-27 13:08:02.383,36.465,sprint,mobile
1,e2260,2019-08-27 13:08:50.065,2019-08-27 13:09:17.586,27.521,sprint,mobile
1,e11528,2019-08-27 13:09:58.570,2019-08-27 13:10:07.820,9.25,sprint,mobile
1,e3847,2019-08-27 13:11:02.307,2019-08-27 13:11:35.384,33.077,sprint,mobile
1,e3457,2019-08-27 13:12:04.958,2019-08-27 13:12:46.342,41.384,sprint,mobile
1,e1149,2019-08-28 13:06:17.478,2019-08-28 13:06:27.405,9.927,sprint,mobile
1,e1319,2019-08-28 13:08:50.606,2019-08-28 13:10:26.721,96.115,sprint,mobile
1,e897,2019-08-28 13:10:48.951,2019-08-28 13:12:16.782,87.831,sprint,mobile
1,e1186,2019-08-28 13:12:35.794,2019-08-28 13:14:07.950,92.156,sprint,mobile
1,e1157,2019-08-28 13:14:27.645,2019-08-28 13:16:13.922,106.277,sprint,mobile
1,e591,2019-08-28 13:16:41.060,2019-08-28 13:18:15.502,94.442,sprint,mobile
1,e2320,2019-08-29 13:58:44.186,2019-08-29 13:59:17.242,33.056,sprint,mobile
1,e11499,2019-08-29 14:00:25.316,2019-08-29 14:01:15.481,50.165,sprint,mobile
1,e11499,2019-08-29 21:32:55.160,2019-08-29 21:33:02.098,6.938,sprint,mobile
1,e3893,2019-08-29 21:33:25.359,2019-08-29 21:33:30.255,4.896,sprint,mobile
1,e3826,2019-08-29 21:43:37.204,2019-08-29 21:43:44.379,7.175,sprint,mobile
1,e2223,2019-08-29 21:44:11.041,2019-08-29 21:44:41.133,30.092,sprint,mobile
1,e11388,2019-08-29 21:46:14.123,2019-08-29 21:47:23.558,69.435,sprint,mobile
1,e3322,2019-08-29 21:48:01.378,2019-08-29 21:48:27.620,26.242,sprint,mobile
1,e4591,2019-08-29 21:49:58.073,2019-08-29 21:50:40.041,41.968,sprint,mobile
1,e4688,2019-08-29 21:51:20.886,2019-08-29 21:52:17.946,57.06,sprint,mobile
1,e11450,2019-08-29 21:53:45.143,2019-08-29 21:54:13.109,27.966,sprint,mobile
1,e104,2019-08-30 04:33:54.211,2019-08-30 04:35:54.354,120.143,tutor,mobile
1,e1508,2019-08-30 04:37:56.461,2019-08-30 04:39:08.428,71.967,tutor,mobile
1,e7923,2019-08-30 04:46:55.145,2019-08-30 04:46:58.899,3.754,tutor,mobile
1,e7380,2019-08-30 05:03:57.086,2019-08-30 05:05:48.186,111.1,tutor,mobile
1,e7371,2019-08-30 07:14:55.007,2019-08-30 07:15:53.416,58.409,tutor,mobile
1,e1513,2019-08-30 07:18:22.860,2019-08-30 07:20:51.599,148.739,tutor,mobile
1,e1419,2019-08-30 07:30:42.241,2019-08-30 07:34:17.538,215.297,tutor,mobile
1,e7377,2019-08-30 07:34:52.283,2019-08-30 07:35:12.536,20.253,tutor,mobile
1,e7384,2019-08-30 07:35:47.756,2019-08-30 07:36:32.175,44.419,tutor,mobile
1,e1510,2019-08-30 07:38:18.674,2019-08-30 07:40:52.425,153.751,tutor,mobile
1,e1002,2019-08-30 07:41:46.734,2019-08-30 07:43:06.189,79.455,tutor,mobile
1,e1361,2019-08-30 07:44:07.927,2019-08-30 07:45:00.673,52.746,tutor,mobile
1,e1247,2019-08-30 07:45:51.281,2019-08-30 07:46:52.841,61.56,tutor,mobile
1,e1439,2019-08-30 07:49:02.233,2019-08-30 07:49:08.344,6.111,tutor,mobile
1,e1439,2019-08-30 09:13:39.713,2019-08-30 09:18:11.426,271.713,tutor,mobile
1,e7396,2019-08-30 09:23:20.753,2019-08-30 09:25:28.955,128.202,tutor,mobile
1,e1527,2019-08-30 09:27:23.480,2019-08-30 09:31:34.036,250.556,tutor,mobile
1,e8542,2019-08-31 22:03:04.248,2019-08-31 22:07:07.057,242.809,sprint,mobile
1,e8542,2019-09-13 03:47:08.145,2019-09-13 03:47:17.184,9.039,sprint,mobile
1,e5209,2019-09-13 03:54:44.344,2019-09-13 03:57:23.796,159.452,sprint,mobile
1,e5209,2019-09-14 08:30:33.556,2019-09-14 08:30:42.852,9.296,sprint,mobile
1,e5113,2019-09-14 08:34:29.019,2019-09-14 08:35:35.927,66.908,sprint,mobile
1,e5223,2019-09-14 08:38:10.232,2019-09-14 08:39:27.297,77.065,sprint,mobile
1,e2836,2019-09-17 05:51:34.066,2019-09-17 05:52:28.769,54.703,sprint,mobile
1,e6814,2019-09-17 05:52:57.812,2019-09-17 05:53:34.623,36.811,sprint,mobile
1,e4454,2019-09-17 05:56:16.337,2019-09-17 05:56:36.507,20.17,sprint,mobile
1,e4305,2019-09-17 06:36:46.968,2019-09-17 06:37:26.330,39.362,sprint,mobile
1,e5018,2019-09-17 06:40:32.813,2019-09-17 06:41:44.916,72.103,sprint,mobile
1,e7470,2019-09-17 07:24:19.948,2019-09-17 07:25:01.139,41.191,sprint,mobile
1,e5811,2019-09-17 07:26:11.954,2019-09-17 07:27:31.066,79.112,sprint,mobile
1,e2698,2019-09-17 07:39:40.411,2019-09-17 07:43:04.556,204.145,sprint,mobile
1,e2587,2019-09-17 07:43:51.364,2019-09-17 07:45:04.448,73.084,sprint,mobile
1,e7316,2019-09-17 07:55:43.904,2019-09-17 07:56:18.269,34.365,sprint,mobile
1,e3584,2019-09-17 07:58:23.540,2019-09-17 07:58:58.012,34.472,sprint,mobile
1,e5089,2019-09-17 08:10:01.767,2019-09-17 08:11:42.254,100.487,sprint,mobile
1,e5109,2019-09-17 08:17:27.541,2019-09-17 08:20:02.013,154.472,sprint,mobile
1,e1522,2019-09-17 22:59:49.670,2019-09-17 23:02:54.914,185.244,tutor,mobile
1,e1521,2019-09-17 23:05:14.327,2019-09-17 23:08:28.680,194.353,tutor,mobile
1,e5639,2019-09-18 00:23:43.203,2019-09-18 00:24:21.952,38.749,sprint,mobile
1,e11,2019-09-18 00:25:07.265,2019-09-18 00:26:00.767,53.502,sprint,mobile
1,e8247,2019-09-18 00:26:28.231,2019-09-18 00:27:41.737,73.506,sprint,mobile
1,e5561,2019-09-18 00:28:09.603,2019-09-18 00:28:52.112,42.509,sprint,mobile
1,e5632,2019-09-18 00:29:22.632,2019-09-18 00:29:56.639,34.007,sprint,mobile
1,e65,2019-09-18 00:34:50.157,2019-09-18 00:35:38.174,48.017,sprint,mobile
1,e8296,2019-09-18 00:36:07.363,2019-09-18 00:36:43.585,36.222,sprint,mobile
1,e59,2019-09-18 00:37:16.522,2019-09-18 00:37:57.539,41.017,sprint,mobile
1,e111,2019-09-18 00:38:34.776,2019-09-18 00:40:05.488,90.712,sprint,mobile
1,e5650,2019-09-18 00:40:37.210,2019-09-18 00:41:25.190,47.98,sprint,mobile
1,e1406,2019-09-18 00:58:34.635,2019-09-18 01:04:24.876,350.241,sprint,mobile
1,e1789,2019-09-18 01:09:21.710,2019-09-18 01:17:56.621,514.911,sprint,mobile
1,e5337,2019-09-18 05:47:09.966,2019-09-18 05:51:28.275,258.309,sprint,mobile
1,e5512,2019-09-18 09:52:10.561,2019-09-18 09:52:40.397,29.836,sprint,mobile
1,e5471,2019-09-18 11:01:48.892,2019-09-18 11:05:32.051,223.159,sprint,mobile
1,e8093,2019-09-18 13:48:07.733,2019-09-18 13:52:42.089,274.356,sprint,mobile
1,e131,2019-09-18 13:53:11.484,2019-09-18 13:56:27.423,195.939,sprint,mobile
1,e73,2019-09-18 13:56:59.567,2019-09-18 14:06:39.517,579.95,sprint,mobile
1,e56,2019-09-18 14:11:19.993,2019-09-18 14:13:05.568,105.575,sprint,mobile
1,e8235,2019-09-18 14:14:02.973,2019-09-18 14:19:48.343,345.37,sprint,mobile
1,e5574,2019-09-18 14:30:03.382,2019-09-18 14:33:11.806,188.424,sprint,mobile
1,e5545,2019-09-18 14:33:43.857,2019-09-18 14:36:35.240,171.383,sprint,mobile
1,e171,2019-09-18 14:39:17.393,2019-09-18 14:44:28.770,311.377,sprint,mobile
1,e8273,2019-09-18 15:13:28.451,2019-09-18 15:17:37.888,249.437,sprint,mobile
1,e158,2019-09-18 15:18:09.005,2019-09-18 15:27:42.274,573.269,sprint,mobile
1,e1789,2019-09-18 22:12:45.273,2019-09-18 22:12:54.911,9.638,sprint,mobile
1,e1459,2019-09-18 22:15:11.863,2019-09-18 22:19:06.470,234.607,sprint,mobile
1,e1514,2019-09-18 22:21:32.394,2019-09-18 22:24:46.800,194.406,sprint,mobile
1,e1575,2019-09-18 22:27:12.306,2019-09-18 22:29:24.769,132.463,sprint,mobile
1,e1639,2019-09-18 22:32:24.419,2019-09-18 22:33:07.904,43.485,sprint,mobile
1,e1650,2019-09-18 22:39:19.247,2019-09-18 22:42:11.214,171.967,sprint,mobile
1,e5367,2019-09-19 04:33:08.337,2019-09-19 04:42:51.345,583.008,sprint,mobile
