user_id,bundle_id,timestamp,raw_mastery,raw_recent_accuracy,mastery_level,recent_accuracy_level,lectures_seen,lesson_level,weak_skill,weak_skill_id,state
1,b295,2019-08-07 13:26:49.558,0.761965811965812,0.7,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b351,2019-08-07 13:28:06.584,0.7683760683760684,0.7,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b1298,2019-08-07 13:29:30.232,0.7692307692307693,0.8,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b1234,2019-08-07 13:30:38.651,0.775,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b8316,2019-08-07 13:31:49.068,0.7810685249709639,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b391,2019-08-07 13:33:07.623,0.7835075493612079,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b1010,2019-08-07 13:34:28.929,0.7835075493612079,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b563,2019-08-07 13:35:32.928,0.7886621315192744,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b8315,2019-08-07 13:36:52.182,0.8041383219954649,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b2443,2019-08-07 13:38:25.561,0.8052721088435374,1.0,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b7137,2019-08-07 13:40:51.666,0.7865448504983388,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b3058,2019-08-07 13:41:39.840,0.7865448504983388,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b3763,2019-08-07 13:42:59.078,0.7913961038961038,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b3217,2019-08-07 13:44:14.431,0.7913961038961038,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b11486,2019-08-07 13:45:01.747,0.7913961038961038,0.9,2,2,1,1,74,160,"(2, 2, 1, 160)"
1,b3920,2019-08-07 13:45:45.770,0.8027597402597402,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2856,2019-08-07 13:47:18.668,0.807142857142857,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3163,2019-08-07 13:48:47.926,0.807142857142857,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b11359,2019-08-07 13:49:25.633,0.811335403726708,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4579,2019-08-09 00:23:05.185,0.811335403726708,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3911,2019-08-09 00:23:54.589,0.8153495440729482,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3603,2019-08-09 00:24:36.707,0.8191964285714285,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6291,2019-08-09 00:26:09.422,0.8024781341107872,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3813,2019-08-09 00:26:59.099,0.8064285714285714,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3862,2019-08-09 00:27:45.082,0.8164285714285714,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3091,2019-08-09 00:28:20.602,0.8200280112044818,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b7075,2019-08-09 00:29:34.678,0.823489010989011,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5143,2019-08-09 00:31:41.833,0.8079514824797843,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2323,2019-08-09 00:32:26.982,0.8115079365079365,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b150,2019-08-09 14:22:55.199,0.8115079365079365,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5564,2019-08-09 14:24:29.091,0.7806122448979592,0.6,2,1,1,1,83,170,"(2, 1, 1, 170)"
1,b5532,2019-08-09 14:25:21.471,0.7967980295566502,0.6,2,1,1,1,83,170,"(2, 1, 1, 170)"
1,b8069,2019-08-09 14:26:09.961,0.8030669895076674,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b143,2019-08-09 14:27:09.814,0.8077380952380953,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b560,2019-08-09 14:28:47.527,0.8139400921658987,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b577,2019-08-09 14:29:55.323,0.8151945724526369,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b698,2019-08-09 14:30:43.363,0.8154825908858168,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b8302,2019-08-09 14:32:20.145,0.8032066052227342,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b1182,2019-08-09 14:33:16.908,0.803878648233487,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5186,2019-08-10 00:02:24.070,0.8100074404761906,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b7920,2019-08-10 00:07:30.247,0.812930402930403,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4031,2019-08-11 21:23:04.951,0.8006132756132757,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5033,2019-08-11 21:23:30.618,0.8006132756132757,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6038,2019-08-11 21:25:34.768,0.7961265103056149,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6147,2019-08-11 21:26:38.582,0.799124649859944,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4510,2019-08-11 21:27:16.778,0.8064775910364146,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3753,2019-08-11 21:27:44.120,0.8064775910364146,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4718,2019-08-11 21:29:48.451,0.7947895100069013,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6475,2019-08-11 21:31:27.973,0.7977210884353743,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4587,2019-08-11 21:32:14.219,0.7977210884353743,0.7,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3010,2019-08-11 21:33:38.090,0.8005700871898056,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2808,2019-08-17 07:12:03.901,0.8033399470899472,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b11395,2019-08-17 07:12:19.129,0.8033399470899472,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5054,2019-08-17 07:13:43.828,0.8060339204174821,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3922,2019-08-17 07:14:57.008,0.8060339204174821,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2836,2019-08-17 07:16:13.827,0.8060339204174821,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5207,2019-08-17 07:37:57.418,0.8060339204174821,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4256,2019-08-19 12:49:40.658,0.8128832354859753,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5908,2019-08-19 12:50:42.367,0.8154118404118404,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2471,2019-08-19 12:52:10.697,0.8176640926640927,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5833,2019-08-19 12:53:03.626,0.8176640926640927,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4726,2019-08-19 12:54:01.059,0.8200952380952381,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6385,2019-08-19 12:59:10.075,0.8200952380952381,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2829,2019-08-19 12:59:28.032,0.8200952380952381,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3964,2019-08-19 13:00:53.742,0.8224624060150376,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2460,2019-08-19 13:02:02.365,0.8247680890538034,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b7418,2019-08-19 13:02:48.246,0.8270146520146522,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5139,2019-08-19 21:43:52.224,0.8270146520146522,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2306,2019-08-19 21:45:12.867,0.8292043399638338,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b2659,2019-08-19 21:45:49.803,0.8313392857142858,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b5992,2019-08-19 21:47:22.005,0.8210758377425045,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3097,2019-08-19 21:48:12.035,0.8221046443268666,0.8,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b4986,2019-08-19 21:48:54.639,0.824274099883856,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b6008,2019-08-19 21:49:37.592,0.8263912794033277,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b7479,2019-08-19 21:50:41.108,0.8284580498866214,0.9,2,2,1,1,83,170,"(2, 2, 1, 170)"
1,b3095,2019-08-19 21:52:02.250,0.8324263038548753,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3990,2019-08-19 21:54:00.910,0.8226330532212885,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4711,2019-08-20 21:19:20.801,0.8187114845938376,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6499,2019-08-20 21:20:08.572,0.8192997198879552,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3815,2019-08-20 21:22:35.514,0.817731092436975,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b5083,2019-08-20 21:23:35.247,0.8196918767507003,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2477,2019-08-20 21:24:43.736,0.8217884828349945,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b5929,2019-08-20 21:25:47.221,0.8217884828349945,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3582,2019-08-20 21:26:31.439,0.8217884828349945,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4039,2019-08-20 21:27:35.534,0.8276024363233666,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2527,2019-08-20 21:29:01.360,0.8217884828349945,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b7500,2019-08-20 21:30:00.114,0.8217884828349945,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4273,2019-08-21 13:21:33.799,0.8206810631229237,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2850,2019-08-21 13:22:14.258,0.8227422003284073,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b5806,2019-08-21 13:24:07.286,0.8133928571428573,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b7171,2019-08-21 13:25:00.893,0.8154895666131622,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4619,2019-08-21 13:26:04.638,0.8154895666131622,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4085,2019-08-21 13:27:09.185,0.8175396825396827,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3027,2019-08-21 13:28:23.288,0.8175396825396827,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6169,2019-08-21 13:30:25.844,0.8195447409733125,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4922,2019-08-21 16:05:04.186,0.8195447409733125,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4645,2019-08-21 16:07:23.931,0.8215062111801243,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b668,2019-08-22 12:45:49.277,0.8215062111801243,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b947,2019-08-22 12:48:12.521,0.8085338795016214,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b676,2019-08-22 12:49:58.562,0.8142089093701997,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b834,2019-08-22 12:52:07.083,0.8142089093701997,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b703,2019-08-22 12:54:13.857,0.8165400202634245,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b967,2019-08-22 12:56:08.118,0.8176038500506585,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b1346,2019-08-22 12:57:56.171,0.8176038500506585,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b467,2019-08-22 13:00:02.628,0.8176038500506585,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b850,2019-08-22 13:01:48.163,0.8176038500506585,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b316,2019-08-22 13:03:42.169,0.8088272543059778,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4318,2019-08-22 13:05:57.098,0.8089750084430936,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6828,2019-08-22 13:07:57.130,0.8109857978279031,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2563,2019-08-22 13:09:51.588,0.8109857978279031,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4306,2019-08-22 13:11:47.212,0.8109857978279031,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3592,2019-08-22 13:13:40.892,0.8129546957671958,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b11521,2019-08-22 13:14:41.722,0.8148829978726886,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4910,2019-08-22 13:15:27.687,0.8148829978726886,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3060,2019-08-22 13:16:40.178,0.8154352806414663,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4214,2019-08-22 13:18:07.775,0.8188717067583047,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4431,2019-08-22 13:19:55.328,0.8188717067583047,1.0,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b555,2019-08-24 13:57:07.586,0.8188717067583047,1.0,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b749,2019-08-24 13:59:05.633,0.7982884399551066,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b237,2019-08-24 14:00:35.655,0.7939113355780023,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b380,2019-08-24 14:02:32.373,0.7960833333333333,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b1310,2019-08-24 14:04:46.029,0.8060833333333332,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b945,2019-08-24 14:06:36.065,0.7954166666666667,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b754,2019-08-24 14:08:50.016,0.79625,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b667,2019-08-24 14:10:24.986,0.78975,0.5,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b1062,2019-08-24 14:12:53.163,0.7883333333333334,0.5,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b600,2019-08-24 14:14:02.526,0.7893333333333333,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b523,2019-08-25 13:23:52.139,0.778,0.5,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b469,2019-08-25 13:24:51.620,0.7793333333333333,0.5,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b1049,2019-08-25 13:26:30.733,0.7811666666666668,0.5,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b1340,2019-08-25 13:28:11.541,0.7821666666666668,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b243,2019-08-25 13:30:02.307,0.7821666666666668,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b729,2019-08-25 13:32:17.134,0.7763095238095239,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b1395,2019-08-25 13:34:18.392,0.7706904761904764,0.6,2,1,1,1,90,178,"(2, 1, 1, 178)"
1,b1383,2019-08-25 13:36:30.059,0.7706904761904764,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b802,2019-08-25 13:38:23.130,0.774357142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b870,2019-08-25 13:39:34.870,0.776357142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4370,2019-08-25 21:36:47.540,0.776357142857143,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2734,2019-08-25 21:37:34.306,0.773857142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3924,2019-08-25 21:38:31.429,0.773857142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6806,2019-08-25 21:39:20.286,0.773857142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4295,2019-08-25 21:40:09.934,0.773857142857143,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6043,2019-08-25 21:41:23.460,0.7661951909476663,0.7,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b5029,2019-08-25 21:42:48.352,0.7678453559641679,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b6109,2019-08-25 21:44:30.171,0.7727958510136729,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4933,2019-08-25 21:47:17.424,0.7732083922677984,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3775,2019-08-25 21:48:11.826,0.7732083922677984,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b3571,2019-08-26 08:14:39.467,0.7741984912776992,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b7128,2019-08-26 08:15:52.074,0.7791489863272042,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2533,2019-08-26 08:16:33.022,0.7791489863272042,0.9,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b4607,2019-08-26 08:18:35.154,0.7741984912776992,0.8,2,2,1,1,90,178,"(2, 2, 1, 178)"
1,b2934,2019-08-26 08:20:03.975,0.7791489863272042,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b5724,2019-08-26 08:22:58.215,0.7791489863272042,0.9,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b3843,2019-08-26 08:24:41.725,0.7774988213107025,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b3006,2019-08-26 08:26:21.620,0.7774988213107025,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b4963,2019-08-26 08:28:47.643,0.7774988213107025,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b2375,2019-08-26 08:30:32.168,0.7774988213107025,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b552,2019-08-26 13:16:33.600,0.7783239038189534,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b858,2019-08-26 13:18:51.337,0.7819542668552569,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b477,2019-08-26 13:32:34.068,0.7850723622782446,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b764,2019-08-26 13:34:17.531,0.7870331465919702,0.9,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b1149,2019-08-26 13:35:42.121,0.7893207282913167,0.9,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b5075,2019-08-26 21:46:25.087,0.7834383753501402,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b3607,2019-08-26 21:50:15.777,0.7818043884220355,0.8,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b3984,2019-08-26 21:52:20.956,0.7808239962651728,0.7,2,2,1,1,82,169,"(2, 2, 1, 169)"
1,b6306,2019-08-26 21:53:43.743,0.7840919701213821,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b4184,2019-08-26 21:54:45.224,0.7840919701213821,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3071,2019-08-27 13:06:35.168,0.7840919701213821,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b2260,2019-08-27 13:08:02.465,0.786188164586223,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b11528,2019-08-27 13:09:17.672,0.7878062875635692,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3847,2019-08-27 13:10:07.908,0.7878062875635692,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3457,2019-08-27 13:11:35.449,0.7878062875635692,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b1319,2019-08-28 13:08:28.002,0.7878062875635692,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b897,2019-08-28 13:10:26.798,0.7852172907998151,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b1186,2019-08-28 13:12:16.869,0.7868816458622282,0.9,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b1157,2019-08-28 13:14:08.027,0.7890198797965791,0.9,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b591,2019-08-28 13:16:13.984,0.7912852519648637,0.9,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b2320,2019-08-29 13:58:19.813,0.7875520110957005,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b11499,2019-08-29 13:59:17.733,0.7875520110957005,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3893,2019-08-29 21:33:02.188,0.7875520110957005,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3826,2019-08-29 21:43:18.254,0.7883610725843736,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b2223,2019-08-29 21:43:44.449,0.7883610725843736,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b11388,2019-08-29 21:44:41.230,0.7883610725843736,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b3322,2019-08-29 21:47:23.657,0.7867429496070272,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b4591,2019-08-29 21:48:27.705,0.7887934981684983,0.8,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b4688,2019-08-29 21:50:40.137,0.7839858058608059,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b11450,2019-08-29 21:52:18.025,0.7887934981684983,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b104,2019-08-30 04:32:47.636,0.787190934065934,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b1508,2019-08-30 04:35:54.437,0.7892176870748299,0.7,2,2,1,1,144,49,"(2, 2, 1, 49)"
1,b7923,2019-08-30 04:42:37.547,0.7798854447439353,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b7380,2019-08-30 05:03:34.715,0.782243935309973,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b7371,2019-08-30 07:14:21.574,0.7827156334231806,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1513,2019-08-30 07:15:53.517,0.7814577717879605,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1419,2019-08-30 07:28:24.970,0.7732198486871383,0.5,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b7377,2019-08-30 07:34:17.684,0.7753196649029982,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b7384,2019-08-30 07:35:12.617,0.7757605820105821,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1510,2019-08-30 07:36:32.265,0.7749338624338625,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1002,2019-08-30 07:40:52.521,0.780489417989418,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1361,2019-08-30 07:43:06.378,0.7761574074074074,0.5,2,1,1,1,144,49,"(2, 1, 1, 49)"
1,b1247,2019-08-30 07:45:00.799,0.7773037918871253,0.6,2,1,1,1,144,49,"(2, 1, 1, 49)"
