user_id,bundle_id,question_id,bundle_start_timestamp,timestamp,submit_timestamp,source,platform,user_answer,explanation_id,correct_answer,part,tags,skill_id,is_correct,recent_mastery
1,b2898,q4366,2019-08-06 12:57:03.119,2019-08-06 12:58:10.094,2019-08-06 12:58:15.925,diagnosis,mobile,b,e2898,b,5,103,103,1.0,0.5
1,b3911,q5379,2019-08-09 00:23:54.589,2019-08-09 00:24:07.611,2019-08-09 00:24:12.330,sprint,mobile,c,e3911,c,5,104,104,1.0,0.5
1,b4085,q5553,2019-08-21 13:27:09.185,2019-08-21 13:27:50.106,2019-08-21 13:28:02.060,sprint,mobile,b,e4085,b,5,104,104,1.0,1.0
1,b4218,q5686,2019-09-26 13:54:50.798,2019-09-26 13:55:21.046,2019-09-26 13:55:29.269,sprint,mobile,c,e4218,b,5,104,104,0.0,1.0
1,b5806,q8455,2019-08-21 13:24:07.286,2019-08-21 13:24:39.573,2019-08-21 13:24:42.286,sprint,mobile,d,e5806,d,5,105,105,1.0,0.5
1,b5018,q6486,2019-09-17 06:37:26.375,2019-09-17 06:40:28.873,2019-09-17 06:40:32.750,sprint,mobile,d,e5018,d,5,105,105,1.0,1.0
1,b5811,q8460,2019-09-17 07:25:01.191,2019-09-17 07:26:07.864,2019-09-17 07:26:11.901,sprint,mobile,a,e5811,a,5,105,105,1.0,1.0
1,b4009,q5477,2019-08-06 21:23:16.564,2019-08-06 21:23:51.320,2019-08-06 21:23:54.154,sprint,mobile,a,e4009,a,5,106,106,1.0,0.5
1,b4031,q5499,2019-08-11 21:23:04.951,2019-08-11 21:23:13.884,2019-08-11 21:23:16.981,sprint,mobile,a,e4031,a,5,106,106,1.0,1.0
1,b3990,q5458,2019-08-19 21:54:00.910,2019-08-19 21:55:09.949,2019-08-19 21:55:13.342,sprint,mobile,a,e3990,c,5,106,106,0.0,1.0
1,b2375,q3843,2019-08-26 08:30:32.168,2019-08-26 08:31:11.965,2019-08-26 08:31:18.782,sprint,mobile,c,e2375,c,5,106,106,1.0,0.6666666666666666
1,b2554,q4022,2019-09-26 23:15:29.404,2019-09-26 23:16:11.442,2019-09-26 23:16:17.215,sprint,mobile,b,e2554,d,5,106,106,0.0,0.75
1,b3608,q5076,2019-09-27 02:33:34.154,2019-09-27 02:34:08.714,2019-09-27 02:34:13.068,sprint,mobile,a,e3608,b,5,106,106,0.0,0.6
1,b3292,q4760,2019-08-06 22:27:18.411,2019-08-06 22:27:59.397,2019-08-06 22:28:02.539,sprint,mobile,c,e3292,a,5,107,107,0.0,0.5
1,b3582,q5050,2019-08-20 21:26:31.439,2019-08-20 21:27:03.338,2019-08-20 21:27:06.484,sprint,mobile,d,e3582,d,5,107,107,1.0,0.0
1,b3584,q5052,2019-09-17 07:56:18.317,2019-09-17 07:57:52.642,2019-09-17 07:58:23.500,sprint,mobile,a,e3584,c,5,107,107,0.0,0.5
1,b5833,q8482,2019-08-19 12:53:03.626,2019-08-19 12:53:33.341,2019-08-19 12:53:39.489,sprint,mobile,a,e5833,a,5,108,108,1.0,0.5
1,b6169,q8818,2019-08-21 13:30:25.844,2019-08-21 13:31:04.502,2019-08-21 13:31:07.597,sprint,mobile,d,e6169,d,5,108,108,1.0,1.0
1,b4306,q5774,2019-08-22 13:11:47.212,2019-08-22 13:13:14.649,2019-08-22 13:13:17.650,sprint,mobile,a,e4306,a,5,109,109,1.0,0.5
1,b4305,q5773,2019-09-17 06:34:24.245,2019-09-17 06:36:41.981,2019-09-17 06:36:46.929,sprint,mobile,b,e4305,b,5,109,109,1.0,1.0
1,b4307,q5775,2019-09-25 23:37:06.679,2019-09-25 23:41:00.738,2019-09-25 23:41:05.747,sprint,mobile,d,e4307,d,5,109,109,1.0,1.0
1,b143,q143,2019-08-09 14:27:09.814,2019-08-09 14:27:34.275,2019-08-09 14:27:37.226,sprint,mobile,c,e143,c,1,11;7;181,11,1.0,0.5
1,b5545,q8074,2019-09-18 14:33:11.866,2019-09-18 14:33:32.724,2019-09-18 14:33:43.794,sprint,mobile,c,e5545,c,1,11;7;183,11,1.0,1.0
1,b7,q7,2019-09-24 13:38:20.474,2019-09-24 13:38:57.105,2019-09-24 13:38:59.394,sprint,mobile,b,e7,d,1,11;7;179;183,11,0.0,1.0
1,b5572,q8101,2019-09-26 08:27:12.875,2019-09-26 08:27:40.914,2019-09-26 08:27:46.028,sprint,mobile,c,e5572,a,1,11;7;183,11,0.0,0.6666666666666666
1,b5572,q8101,2019-09-26 08:28:35.973,2019-09-26 08:28:59.514,2019-09-26 08:29:02.306,adaptive_offer,mobile,a,e5572,a,1,11;7;183,11,1.0,0.5
1,b7,q7,2019-09-26 08:29:28.076,2019-09-26 08:29:53.778,2019-09-26 08:29:57.185,adaptive_offer,mobile,d,e7,d,1,11;7;179;183,11,1.0,0.6
1,b77,q77,2019-09-27 13:03:29.041,2019-09-27 13:03:50.736,2019-09-27 13:03:56.333,sprint,mobile,c,e77,c,1,11;7;183,11,1.0,0.6666666666666666
1,b3592,q5060,2019-08-22 13:13:40.892,2019-08-22 13:14:13.993,2019-08-22 13:14:17.136,sprint,mobile,c,e3592,c,5,110,110,1.0,0.5
1,b3006,q4474,2019-08-26 08:26:21.620,2019-08-26 08:27:50.369,2019-08-26 08:27:58.448,sprint,mobile,b,e3006,b,5,110,110,1.0,1.0
1,b4922,q6390,2019-08-21 16:05:04.186,2019-08-21 16:06:42.399,2019-08-21 16:06:45.645,sprint,mobile,b,e4922,b,5,111,111,1.0,0.5
1,b3008,q4476,2019-09-26 13:55:58.956,2019-09-26 13:56:19.126,2019-09-26 13:56:24.877,sprint,mobile,c,e3008,c,5,111,111,1.0,1.0
1,b3010,q4478,2019-08-11 21:33:38.090,2019-08-11 21:33:46.757,2019-08-11 21:33:53.721,sprint,mobile,a,e3010,a,5,112,112,1.0,0.5
1,b5033,q6501,2019-08-11 21:23:30.618,2019-08-11 21:24:14.087,2019-08-11 21:24:16.925,sprint,mobile,d,e5033,c,5,113,113,0.0,0.5
1,b2836,q4304,2019-08-17 07:16:13.827,2019-08-17 07:16:42.602,2019-08-17 07:16:46.546,sprint,mobile,a,e2836,c,5,113,113,0.0,0.0
1,b2836,q4304,2019-08-17 07:17:43.244,2019-08-17 07:17:51.829,2019-08-17 07:17:54.852,adaptive_offer,mobile,c,e2836,c,5,113,113,1.0,0.0
1,b5033,q6501,2019-08-17 07:17:59.890,2019-08-17 07:18:12.926,2019-08-17 07:18:15.834,adaptive_offer,mobile,c,e5033,c,5,113,113,1.0,0.3333333333333333
1,b2654,q4122,2019-09-25 22:01:34.413,2019-09-25 22:02:10.919,2019-09-25 22:02:17.343,sprint,mobile,d,e2654,d,5,113,113,1.0,0.5
1,b3848,q5316,2019-09-26 03:35:19.849,2019-09-26 03:38:08.341,2019-09-26 03:38:12.655,sprint,mobile,d,e3848,c,5,113,113,0.0,0.6
1,b3027,q4495,2019-08-21 13:28:23.288,2019-08-21 13:29:40.584,2019-08-21 13:29:44.844,sprint,mobile,a,e3027,a,5,114,114,1.0,0.5
1,b2443,q3911,2019-08-07 13:38:25.561,2019-08-07 13:39:46.509,2019-08-07 13:39:49.762,sprint,mobile,a,e2443,d,5,115,115,0.0,0.5
1,b5029,q6497,2019-08-25 21:42:48.352,2019-08-25 21:43:44.287,2019-08-25 21:43:48.929,sprint,mobile,d,e5029,d,5,115,115,1.0,0.0
1,b5209,q6932,2019-09-13 03:47:17.325,2019-09-13 03:51:13.907,2019-09-13 03:51:25.408,sprint,mobile,a,e5209,a,6,179;115,115,1.0,0.5
1,b3860,q5328,2019-09-23 21:52:07.991,2019-09-23 21:52:38.267,2019-09-23 21:52:48.880,sprint,mobile,d,e3860,b,5,115,115,0.0,0.6666666666666666
1,b3862,q5330,2019-08-09 00:27:45.082,2019-08-09 00:28:01.988,2019-08-09 00:28:05.719,sprint,mobile,a,e3862,a,5,116,116,1.0,0.5
1,b6318,q8967,2019-09-26 21:57:55.522,2019-09-26 21:58:23.123,2019-09-26 21:58:33.117,sprint,mobile,c,e6318,c,5,116,116,1.0,1.0
1,b5041,q6509,2019-09-27 02:39:12.064,2019-09-27 02:40:08.456,2019-09-27 02:40:13.203,sprint,mobile,a,e5041,b,5,116,116,0.0,1.0
1,b4256,q5724,2019-08-19 12:49:40.658,2019-08-19 12:50:13.144,2019-08-19 12:50:18.595,sprint,mobile,b,e4256,b,5,117,117,1.0,0.5
1,b4868,q6336,2019-09-23 21:47:15.636,2019-09-23 21:48:08.019,2019-09-23 21:48:20.082,sprint,mobile,a,e4868,c,5,117,117,0.0,1.0
1,b3595,q5063,2019-09-25 23:24:52.263,2019-09-25 23:25:09.355,2019-09-25 23:26:15.662,sprint,mobile,c,e3595,a,5,117,117,0.0,0.5
1,b3595,q5063,2019-09-26 02:33:57.606,2019-09-26 02:35:02.902,2019-09-26 02:35:06.159,adaptive_offer,mobile,a,e3595,a,5,117,117,1.0,0.3333333333333333
1,b4868,q6336,2019-09-26 02:35:49.192,2019-09-26 02:36:54.728,2019-09-26 02:37:00.405,adaptive_offer,mobile,c,e4868,c,5,117,117,1.0,0.5
1,b4290,q5758,2019-09-26 03:02:24.203,2019-09-26 03:02:47.833,2019-09-26 03:02:53.600,sprint,mobile,a,e4290,b,5,117,117,0.0,0.6
1,b4273,q5741,2019-08-21 13:21:33.799,2019-08-21 13:21:57.718,2019-08-21 13:22:00.607,sprint,mobile,d,e4273,d,5,118,118,1.0,0.5
1,b2533,q4001,2019-08-26 08:16:33.022,2019-08-26 08:17:19.817,2019-08-26 08:17:24.451,sprint,mobile,a,e2533,b,5,118,118,0.0,1.0
1,b6909,q9558,2019-09-26 03:04:06.731,2019-09-26 03:05:44.214,2019-09-26 03:05:47.272,sprint,mobile,d,e6909,d,5,118,118,1.0,0.5
1,b2442,q3910,2019-09-26 05:31:32.946,2019-09-26 05:32:16.084,2019-09-26 05:32:31.298,sprint,mobile,c,e2442,c,5,118,118,1.0,0.6666666666666666
1,b5083,q6551,2019-08-20 21:23:35.247,2019-08-20 21:24:14.683,2019-08-20 21:24:21.708,sprint,mobile,c,e5083,c,5,119,119,1.0,0.5
1,b4645,q6113,2019-08-21 16:07:23.931,2019-08-21 16:07:53.060,2019-08-21 16:08:02.072,sprint,mobile,c,e4645,c,5,119,119,1.0,1.0
1,b11528,q17291,2019-08-27 13:09:17.672,2019-08-27 13:09:49.922,2019-08-27 13:09:58.486,sprint,mobile,b,e11528,b,5,119,119,1.0,1.0
1,b8069,q11016,2019-08-09 14:26:09.961,2019-08-09 14:26:33.924,2019-08-09 14:26:36.185,sprint,mobile,b,e8069,b,1,12;2;181,12,1.0,0.5
1,b65,q65,2019-09-18 00:34:19.386,2019-09-18 00:34:46.064,2019-09-18 00:34:50.092,sprint,mobile,b,e65,b,1,12;2;183,12,1.0,1.0
1,b6008,q8657,2019-08-19 21:49:37.592,2019-08-19 21:50:03.338,2019-08-19 21:50:06.364,sprint,mobile,c,e6008,c,5,120,120,1.0,0.5
1,b4591,q6059,2019-08-29 21:48:27.705,2019-08-29 21:49:50.138,2019-08-29 21:49:57.951,sprint,mobile,c,e4591,d,5,120,120,0.0,1.0
1,b7923,q10649,2019-08-30 04:42:37.547,2019-08-30 04:46:01.433,2019-08-30 04:46:32.229,tutor,mobile,a,e7923,a,6,120,120,1.0,0.5
1,b7923,q10649,2019-08-30 04:46:32.309,2019-08-30 04:46:50.376,2019-08-30 04:46:55.059,tutor,mobile,a,e7923,a,6,120,120,1.0,0.6666666666666666
1,b4587,q6055,2019-08-11 21:32:14.219,2019-08-11 21:33:04.433,2019-08-11 21:33:11.346,sprint,mobile,b,e4587,b,5,121,121,1.0,0.5
1,b4431,q5899,2019-08-22 13:19:55.328,2019-08-22 13:20:26.636,2019-08-22 13:20:30.428,sprint,mobile,c,e4431,c,5,121,121,1.0,1.0
1,b6038,q8687,2019-08-11 21:25:34.768,2019-08-11 21:26:12.786,2019-08-11 21:26:16.010,sprint,mobile,a,e6038,a,5,122,122,1.0,0.5
1,b3059,q4527,2019-09-25 22:06:36.203,2019-09-25 22:06:58.905,2019-09-25 22:07:03.550,sprint,mobile,b,e3059,b,5,122,122,1.0,1.0
1,b3753,q5221,2019-08-11 21:27:44.120,2019-08-11 21:28:44.870,2019-08-11 21:28:48.417,sprint,mobile,d,e3753,a,5,123,123,0.0,0.5
1,b4726,q6194,2019-08-19 12:54:01.059,2019-08-19 12:54:49.016,2019-08-19 12:54:56.081,sprint,mobile,b,e4726,a,5,123,123,0.0,0.0
1,b3060,q4528,2019-08-22 13:16:40.178,2019-08-22 13:17:32.030,2019-08-22 13:17:35.207,sprint,mobile,c,e3060,c,5,123,123,1.0,0.0
1,b6043,q8692,2019-08-25 21:41:23.460,2019-08-25 21:42:20.674,2019-08-25 21:42:23.903,sprint,mobile,a,e6043,a,5,123,123,1.0,0.3333333333333333
1,b3775,q5243,2019-08-25 21:48:11.826,2019-08-25 21:48:23.402,2019-08-25 21:48:27.542,sprint,mobile,a,e3775,a,5,123,123,1.0,0.5
1,b6703,q9352,2019-09-27 02:30:00.691,2019-09-27 02:31:12.381,2019-09-27 02:31:18.688,sprint,mobile,b,e6703,b,5,123,123,1.0,0.6
1,b2829,q4297,2019-08-19 12:59:28.032,2019-08-19 13:00:12.718,2019-08-19 13:00:19.258,sprint,mobile,c,e2829,c,5,125,125,1.0,0.5
1,b6929,q9578,2019-09-23 21:57:02.214,2019-09-23 21:58:09.035,2019-09-23 21:58:22.197,sprint,mobile,c,e6929,d,5,125,125,0.0,1.0
1,b4603,q6071,2019-09-24 10:15:18.774,2019-09-24 10:16:38.535,2019-09-24 10:16:42.800,sprint,mobile,a,e4603,b,5,126,126,0.0,0.5
1,b3095,q4563,2019-08-19 21:52:02.250,2019-08-19 21:52:57.031,2019-08-19 21:53:00.039,sprint,mobile,b,e3095,a,5,129,129,0.0,0.5
1,b4997,q6465,2019-09-24 10:33:04.652,2019-09-24 10:33:22.497,2019-09-24 10:33:44.624,sprint,mobile,b,e4997,b,5,129,129,1.0,0.0
1,b5564,q8093,2019-08-09 14:24:29.091,2019-08-09 14:24:50.307,2019-08-09 14:24:55.739,sprint,mobile,c,e5564,c,1,13;2;179;181,13,1.0,0.5
1,b111,q111,2019-09-18 00:37:57.609,2019-09-18 00:38:30.979,2019-09-18 00:38:34.723,sprint,mobile,d,e111,a,1,13;2;181,13,0.0,1.0
1,b4887,q6355,2019-09-23 21:46:20.889,2019-09-23 21:46:41.858,2019-09-23 21:46:45.163,sprint,mobile,b,e4887,b,5,130,130,1.0,0.5
1,b3840,q5308,2019-09-23 21:53:32.743,2019-09-23 21:54:18.971,2019-09-23 21:54:23.087,sprint,mobile,b,e3840,b,5,130,130,1.0,1.0
1,b3841,q5309,2019-09-24 10:28:11.035,2019-09-24 10:29:11.615,2019-09-24 10:29:42.197,sprint,mobile,a,e3841,b,5,130,130,0.0,1.0
1,b5224,q6992,2019-09-26 05:41:47.803,2019-09-26 05:45:13.053,2019-09-26 05:45:25.659,sprint,mobile,b,e5224,b,6,179;130,130,1.0,0.6666666666666666
1,b5179,q6812,2019-09-27 09:45:07.657,2019-09-27 09:45:12.179,2019-09-27 09:45:58.156,sprint,mobile,a,e5179,b,6,130,130,0.0,0.75
1,b3097,q4565,2019-08-19 21:48:12.035,2019-08-19 21:48:24.817,2019-08-19 21:48:29.688,sprint,mobile,b,e3097,b,5,131,131,1.0,0.5
1,b3163,q4631,2019-08-07 13:48:47.926,2019-08-07 13:49:15.643,2019-08-07 13:49:18.605,sprint,mobile,b,e3163,b,5,132,132,1.0,0.5
1,b3415,q4883,2019-09-27 02:32:01.211,2019-09-27 02:33:02.876,2019-09-27 02:33:07.234,sprint,mobile,d,e3415,a,5,132,132,0.0,1.0
1,b11395,q17158,2019-08-17 07:12:19.129,2019-08-17 07:13:17.093,2019-08-17 07:13:23.104,sprint,mobile,a,e11395,a,5,133,133,1.0,0.5
1,b2587,q4055,2019-09-17 07:43:04.609,2019-09-17 07:43:38.801,2019-09-17 07:43:51.309,sprint,mobile,d,e2587,a,5,133,133,0.0,1.0
1,b6361,q9010,2019-09-25 06:16:18.529,2019-09-25 06:17:00.491,2019-09-25 06:17:11.872,sprint,mobile,d,e6361,d,5,133,133,1.0,0.5
1,b2577,q4045,2019-09-27 02:50:28.253,2019-09-27 02:51:17.397,2019-09-27 02:51:42.137,sprint,mobile,d,e2577,d,5,133,133,1.0,0.6666666666666666
1,b3948,q5416,2019-09-27 13:23:25.840,2019-09-27 13:26:25.842,2019-09-27 13:26:30.786,sprint,mobile,d,e3948,d,5,134,134,1.0,0.5
1,b2566,q4034,2019-08-06 22:32:58.192,2019-08-06 22:33:06.643,2019-08-06 22:33:10.446,sprint,mobile,d,e2566,d,5,135,135,1.0,0.5
1,b2808,q4276,2019-08-17 07:12:03.901,2019-08-17 07:12:11.335,2019-08-17 07:12:14.687,sprint,mobile,c,e2808,c,5,135,135,1.0,1.0
1,b2563,q4031,2019-08-22 13:09:51.588,2019-08-22 13:10:43.133,2019-08-22 13:11:06.486,sprint,mobile,b,e2563,b,5,135,135,1.0,1.0
1,b2713,q4181,2019-09-23 21:59:41.003,2019-09-23 21:59:53.024,2019-09-23 21:59:57.936,sprint,mobile,b,e2713,b,5,135,135,1.0,1.0
1,b2306,q3774,2019-08-19 21:45:12.867,2019-08-19 21:45:28.483,2019-08-19 21:45:34.492,sprint,mobile,a,e2306,a,5,136,136,1.0,0.5
1,b7171,q9820,2019-08-21 13:25:00.893,2019-08-21 13:25:39.892,2019-08-21 13:25:43.623,sprint,mobile,a,e7171,a,5,136,136,1.0,1.0
1,b2320,q3788,2019-08-29 13:58:19.813,2019-08-29 13:58:38.799,2019-08-29 13:58:44.106,sprint,mobile,d,e2320,d,5,136,136,1.0,1.0
1,b5139,q6733,2019-08-19 21:43:52.224,2019-08-19 21:44:24.687,2019-08-19 21:44:27.637,sprint,mobile,d,e5139,d,5,137,137,1.0,0.5
1,b4214,q5682,2019-08-22 13:18:07.775,2019-08-22 13:19:13.769,2019-08-22 13:19:17.559,sprint,mobile,c,e4214,c,5,137,137,1.0,1.0
1,b2934,q4402,2019-08-26 08:20:03.975,2019-08-26 08:20:22.554,2019-08-26 08:20:27.591,sprint,mobile,a,e2934,a,5,137,137,1.0,1.0
1,b2223,q3691,2019-08-29 21:43:44.449,2019-08-29 21:44:07.296,2019-08-29 21:44:10.922,sprint,mobile,a,e2223,a,5,137,137,1.0,1.0
1,b4215,q5683,2019-09-27 02:48:40.562,2019-09-27 02:49:44.413,2019-09-27 02:49:57.015,sprint,mobile,c,e4215,a,5,137,137,0.0,1.0
1,b3920,q5388,2019-08-07 13:45:45.770,2019-08-07 13:46:35.911,2019-08-07 13:46:47.051,sprint,mobile,c,e3920,c,5,138,138,1.0,0.5
1,b3922,q5390,2019-08-17 07:14:57.008,2019-08-17 07:15:49.188,2019-08-17 07:15:53.826,sprint,mobile,c,e3922,c,5,138,138,1.0,1.0
1,b3924,q5392,2019-08-25 21:38:31.429,2019-08-25 21:39:01.480,2019-08-25 21:39:04.935,sprint,mobile,a,e3924,a,5,138,138,1.0,1.0
1,b6445,q9094,2019-09-23 21:56:19.689,2019-09-23 21:56:45.976,2019-09-23 21:56:49.245,sprint,mobile,d,e6445,d,5,138,138,1.0,1.0
1,b8229,q11176,2019-09-26 08:04:12.807,2019-09-26 08:04:37.232,2019-09-26 08:04:42.081,sprint,mobile,d,e8229,d,1,14;2;181,14,1.0,0.5
1,b8056,q11003,2019-09-27 13:04:22.509,2019-09-27 13:04:37.500,2019-09-27 13:04:48.177,sprint,mobile,b,e8056,b,1,14;2;181,14,1.0,1.0
1,b4718,q6186,2019-08-11 21:29:48.451,2019-08-11 21:30:39.150,2019-08-11 21:30:42.053,sprint,mobile,d,e4718,d,5,140,140,1.0,0.5
1,b4184,q5652,2019-08-26 21:54:45.224,2019-08-26 21:55:58.433,2019-08-26 21:56:03.913,sprint,mobile,c,e4184,c,5,140,140,1.0,1.0
1,b4715,q6183,2019-09-27 02:28:01.190,2019-09-27 02:28:17.644,2019-09-27 02:28:20.495,sprint,mobile,b,e4715,b,5,140,140,1.0,1.0
1,b2460,q3928,2019-08-19 13:02:02.365,2019-08-19 13:02:10.689,2019-08-19 13:02:15.791,sprint,mobile,b,e2460,b,5,141,141,1.0,0.5
1,b7176,q9825,2019-09-23 21:48:42.877,2019-09-23 21:49:07.665,2019-09-23 21:49:16.256,sprint,mobile,b,e7176,b,5,141,141,1.0,1.0
1,b2467,q3935,2019-09-27 02:36:56.455,2019-09-27 02:37:10.888,2019-09-27 02:37:14.665,sprint,mobile,b,e2467,a,5,142,142,0.0,0.5
1,b7920,q10637,2019-08-10 00:07:30.247,2019-08-10 00:11:27.507,2019-08-10 00:11:31.844,sprint,mobile,b,e7920,c,6,143,143,0.0,0.5
1,b5207,q6924,2019-08-17 07:37:57.418,2019-08-17 07:41:16.449,2019-08-17 07:41:20.912,sprint,mobile,a,e5207,a,6,143,143,1.0,0.0
1,b7923,q10647,2019-08-30 04:42:37.547,2019-08-30 04:46:26.797,2019-08-30 04:46:32.229,tutor,mobile,d,e7923,c,6,143,143,0.0,0.5
1,b5223,q6988,2019-09-14 08:35:35.980,2019-09-14 08:37:34.631,2019-09-14 08:38:10.156,sprint,mobile,a,e5223,a,6,143,143,1.0,0.3333333333333333
1,b5109,q6652,2019-09-17 08:11:42.312,2019-09-17 08:17:21.394,2019-09-17 08:17:27.479,sprint,mobile,b,e5109,b,6,143,143,1.0,0.5
1,b5198,q6888,2019-09-21 00:21:07.801,2019-09-21 00:23:57.200,2019-09-21 00:24:06.127,sprint,mobile,b,e5198,b,6,143,143,1.0,0.6
1,b5088,q6568,2019-09-21 07:14:50.733,2019-09-21 07:18:25.657,2019-09-21 07:18:40.076,sprint,mobile,b,e5088,b,6,143,143,1.0,0.6666666666666666
1,b5218,q6968,2019-09-21 07:52:36.770,2019-09-21 07:56:09.946,2019-09-21 07:56:59.524,sprint,mobile,c,e5218,a,6,179;143,143,0.0,0.7142857142857143
1,b5194,q6872,2019-09-21 07:58:53.730,2019-09-21 08:03:48.756,2019-09-21 08:03:56.566,sprint,mobile,a,e5194,b,6,143,143,0.0,0.625
1,b5107,q6644,2019-09-26 06:21:58.048,2019-09-26 06:24:25.037,2019-09-26 06:24:31.261,sprint,mobile,d,e5107,b,6,143,143,0.0,0.5555555555555556
1,b5187,q6843,2019-09-27 02:55:44.395,2019-09-27 02:59:03.532,2019-09-27 02:59:20.435,sprint,mobile,a,e5187,a,6,143,143,1.0,0.5
1,b7922,q10645,2019-09-27 03:00:24.922,2019-09-27 03:03:14.045,2019-09-27 03:03:19.343,sprint,mobile,d,e7922,d,6,143,143,1.0,0.6
1,b5180,q6814,2019-09-27 03:04:27.210,2019-09-27 03:07:01.428,2019-09-27 03:07:06.427,sprint,mobile,a,e5180,a,6,179;143,143,1.0,0.6
1,b8497,q11657,2019-09-27 03:07:47.368,2019-09-27 03:10:13.221,2019-09-27 03:10:40.216,sprint,mobile,d,e8497,d,6,143,143,1.0,0.7
1,b5225,q6994,2019-09-27 08:31:44.294,2019-09-27 08:39:08.368,2019-09-27 08:39:15.377,sprint,mobile,d,e5225,d,6,179;143,143,1.0,0.7
1,b5203,q6908,2019-09-27 08:40:31.577,2019-09-27 08:46:53.440,2019-09-27 08:47:05.435,sprint,mobile,c,e5203,c,6,179;143,143,1.0,0.7
1,b5191,q6860,2019-09-27 08:47:44.995,2019-09-27 08:52:40.707,2019-09-27 08:52:54.575,sprint,mobile,b,e5191,b,6,179;143,143,1.0,0.7
1,b7976,q10850,2019-09-27 08:54:19.160,2019-09-27 08:58:09.605,2019-09-27 08:58:28.757,sprint,mobile,b,e7976,d,6,143,143,0.0,0.7
1,b5179,q6811,2019-09-27 09:27:23.040,2019-09-27 09:30:13.106,2019-09-27 09:30:58.513,sprint,mobile,c,e5179,a,6,143,143,0.0,0.7
1,b5191,q6860,2019-09-27 12:59:59.863,2019-09-27 13:01:49.216,2019-09-27 13:01:53.556,adaptive_offer,mobile,b,e5191,b,6,179;143,143,1.0,0.7
1,b3581,q5049,2019-08-06 21:24:23.511,2019-08-06 21:25:09.857,2019-08-06 21:25:12.891,sprint,mobile,b,e3581,a,5,144,144,0.0,0.5
1,b3563,q5031,2019-09-26 21:51:54.234,2019-09-26 21:52:52.567,2019-09-26 21:52:56.821,sprint,mobile,b,e3563,d,5,144,144,0.0,0.0
1,b2197,q3665,2019-09-26 23:53:46.068,2019-09-26 23:54:08.526,2019-09-26 23:54:18.052,sprint,mobile,b,e2197,b,5,144,144,1.0,0.0
1,b3071,q4539,2019-08-27 13:06:35.168,2019-08-27 13:07:22.375,2019-08-27 13:07:25.831,sprint,mobile,a,e3071,a,5,145,145,1.0,0.5
1,b2698,q4166,2019-09-17 07:38:11.127,2019-09-17 07:39:35.726,2019-09-17 07:39:40.359,sprint,mobile,b,e2698,b,5,145,145,1.0,1.0
1,b5367,q7514,2019-09-19 04:17:17.145,2019-09-19 04:32:57.683,2019-09-19 04:33:08.279,sprint,mobile,b,e5367,b,7,146;147;162;156;178,146,1.0,0.5
1,b5299,q7249,2019-09-21 08:23:29.285,2019-09-21 08:32:32.760,2019-09-21 08:32:38.344,sprint,mobile,d,e5299,d,7,146;158;163;179;178;149;178,146,1.0,1.0
1,b5239,q7053,2019-09-27 03:11:40.949,2019-09-27 03:18:32.587,2019-09-27 03:18:38.284,sprint,mobile,d,e5239,d,7,146;158;162;153;178,146,1.0,1.0
1,b5367,q7514,2019-09-19 04:17:17.145,2019-09-19 04:32:57.683,2019-09-19 04:33:08.279,sprint,mobile,b,e5367,b,7,146;147;162;156;178,147,1.0,0.5
