user_id,bundle_id,bundle_start_timestamp,submit_timestamp,accuracy,valid_answers,source,action,previous_accuracy,delta_accuracy,reward,mastery_bonus,state,next_state,done,action_id
4,b2467,2019-08-26 07:02:08.387,2019-08-26 08:01:50.492,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 1, 0, 171)","(2, 1, 0, 171)",False,2
4,b3879,2019-08-26 07:03:14.110,2019-08-26 08:54:40.098,1.0,2,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 1, 0, 171)","(2, 2, 0, 171)",False,2
4,b4316,2019-08-26 07:04:19.352,2019-08-29 07:44:49.449,1.0,3,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b6442,2019-08-26 07:04:47.404,2019-08-26 09:10:11.622,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b4149,2019-08-26 07:06:02.360,2019-08-26 08:08:02.743,1.0,2,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b2229,2019-08-26 07:07:24.090,2019-08-26 08:02:33.833,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b3592,2019-08-26 07:07:58.423,2019-08-26 09:17:47.807,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b6189,2019-08-26 07:08:54.083,2019-08-26 08:02:12.847,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b4787,2019-08-26 07:10:49.903,2019-08-26 08:12:19.763,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b4213,2019-08-26 07:12:17.642,2019-08-26 08:04:07.679,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b4170,2019-08-26 07:14:37.224,2019-09-01 09:14:09.661,0.6666666666666666,3,sprint,PRACTICE,1.0,-0.33333333333333337,-0.6666666666666667,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b6682,2019-08-26 07:16:52.202,2019-09-03 07:26:43.009,0.75,4,sprint,PRACTICE,0.6666666666666666,0.08333333333333337,0.16666666666666674,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b4688,2019-08-26 07:17:41.598,2019-08-26 08:50:48.156,1.0,2,sprint,PRACTICE,0.75,0.25,5.5,5,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b3029,2019-08-26 07:18:46.158,2019-08-29 07:37:08.572,0.3333333333333333,3,sprint,PRACTICE,1.0,-0.6666666666666667,-1.3333333333333335,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1535,2019-08-26 09:18:51.882,2019-08-26 09:20:19.800,1.0,1,sprint,PRACTICE,0.3333333333333333,0.6666666666666667,6.333333333333334,5,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1551,2019-08-26 09:22:14.736,2019-08-26 09:23:51.656,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1539,2019-08-26 09:27:33.633,2019-08-26 09:29:35.560,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1421,2019-08-26 09:31:21.485,2019-08-29 08:05:02.034,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1601,2019-08-26 09:33:06.594,2019-08-26 09:34:30.632,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1509,2019-08-26 09:35:42.584,2019-08-29 07:34:34.725,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1686,2019-08-26 09:37:57.513,2019-09-18 09:39:21.006,1.0,3,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1441,2019-08-26 09:40:14.538,2019-08-26 09:41:57.815,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1656,2019-08-26 09:43:28.475,2019-08-26 09:45:05.012,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 0, 171)","(2, 2, 0, 171)",False,2
4,b1643,2019-08-26 09:46:35.512,2019-08-26 09:48:18.319,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 0, 171)","(2, 2, 1, 171)",False,2
4,b5114,2019-08-26 10:43:29.349,2019-08-26 10:45:09.419,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5087,2019-08-26 10:46:30.340,2019-08-26 10:48:55.372,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5089,2019-08-26 10:50:03.086,2019-08-26 10:52:24.548,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b3013,2019-08-26 11:08:38.018,2019-08-26 11:09:06.951,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5908,2019-08-26 11:09:30.560,2019-08-29 07:25:29.678,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b2691,2019-08-26 11:10:25.078,2019-08-26 11:10:51.893,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b3046,2019-08-26 11:11:30.999,2019-08-26 11:11:43.926,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b3011,2019-08-26 11:12:31.012,2019-09-01 09:03:40.916,0.3333333333333333,3,sprint,PRACTICE,1.0,-0.6666666666666667,-1.3333333333333335,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b7671,2019-08-26 11:13:13.978,2019-08-29 07:24:13.103,0.5,2,sprint,PRACTICE,0.3333333333333333,0.16666666666666669,0.33333333333333337,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b4757,2019-08-26 11:14:04.321,2019-09-01 08:55:27.464,0.5,2,sprint,PRACTICE,0.5,0.0,0.0,0,"(2, 2, 1, 171)","(2, 1, 1, 171)",False,2
4,b5766,2019-08-26 11:15:58.634,2019-08-26 11:37:46.991,0.5,2,sprint,PRACTICE,0.5,0.0,0.0,0,"(2, 1, 1, 171)","(2, 1, 1, 171)",False,2
4,b5057,2019-08-26 11:40:22.577,2019-09-01 08:50:02.838,0.6666666666666666,3,sprint,PRACTICE,0.5,0.16666666666666663,0.33333333333333326,0,"(2, 1, 1, 171)","(2, 1, 1, 171)",False,2
4,b7342,2019-08-26 11:41:25.367,2019-08-26 11:41:53.448,1.0,1,sprint,PRACTICE,0.6666666666666666,0.33333333333333337,5.666666666666667,5,"(2, 1, 1, 171)","(2, 1, 1, 171)",False,2
4,b3563,2019-08-26 11:42:33.344,2019-08-26 11:42:46.502,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 1, 1, 171)","(2, 2, 1, 171)",False,2
4,b4976,2019-08-26 11:43:23.782,2019-09-03 07:18:12.531,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 1, 171)","(2, 1, 1, 171)",False,2
4,b3807,2019-08-26 11:44:55.565,2019-08-26 11:45:13.413,1.0,1,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 1, 1, 171)","(2, 2, 1, 171)",False,2
4,b11604,2019-08-26 11:46:40.306,2019-08-26 11:47:18.664,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b2996,2019-08-26 11:48:01.525,2019-08-26 11:48:47.429,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b4219,2019-08-26 11:49:56.422,2019-08-26 12:33:40.992,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b8566,2019-08-26 12:44:36.286,2019-08-26 12:46:45.044,1.0,1,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5194,2019-08-26 12:47:41.344,2019-08-26 12:49:36.255,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5120,2019-08-26 12:51:05.185,2019-08-26 12:52:51.107,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 1, 171)","(2, 2, 1, 171)",False,2
4,b5111,2019-08-26 12:53:53.094,2019-09-03 08:35:30.888,0.6666666666666666,6,sprint,PRACTICE,1.0,-0.33333333333333337,-0.6666666666666667,0,"(2, 2, 1, 171)","(2, 2, 1, 183)",False,2
4,b7985,2019-08-26 12:57:40.033,2019-08-29 07:47:01.089,0.0,2,sprint,PRACTICE,0.6666666666666666,-0.6666666666666666,-1.3333333333333333,0,"(2, 2, 1, 183)","(2, 1, 1, 183)",False,2
4,b5122,2019-08-26 13:00:21.185,2019-08-29 07:30:43.534,0.6666666666666666,3,sprint,PRACTICE,0.0,0.6666666666666666,1.3333333333333333,0,"(2, 1, 1, 183)","(2, 1, 2, 183)",False,2
4,b1976,2019-08-26 13:09:02.438,2019-08-26 13:10:30.581,0.0,1,sprint,PRACTICE,0.6666666666666666,-0.6666666666666666,-1.3333333333333333,0,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b2036,2019-08-26 13:11:08.871,2019-08-26 13:12:27.087,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b1807,2019-08-26 13:13:00.534,2019-08-26 13:14:23.799,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b1866,2019-08-26 13:15:20.558,2019-08-26 13:17:15.594,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b150,2019-08-26 13:17:54.889,2019-08-26 13:18:35.312,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b5641,2019-08-26 13:19:30.740,2019-08-26 13:19:58.739,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 1, 2, 183)","(2, 1, 2, 183)",False,2
4,b65,2019-08-26 13:20:38.738,2019-08-26 13:21:10.636,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 1, 2, 183)","(2, 2, 2, 183)",False,2
4,b8236,2019-08-26 13:22:06.688,2019-09-03 08:33:35.965,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b5611,2019-08-26 13:22:55.639,2019-08-26 13:23:28.663,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b11,2019-08-26 13:25:14.800,2019-08-26 13:25:42.715,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b8261,2019-08-26 13:26:10.576,2019-08-26 13:26:38.608,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b5589,2019-08-26 13:27:03.657,2019-09-03 07:08:53.363,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b5633,2019-08-26 13:28:06.216,2019-08-26 13:28:43.531,1.0,1,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1266,2019-08-26 13:30:11.629,2019-08-26 13:30:38.525,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b483,2019-08-26 13:31:13.600,2019-08-26 13:31:34.549,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b588,2019-08-26 13:32:12.585,2019-09-02 09:40:17.530,0.5,4,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 2, 183)","(2, 1, 2, 183)",False,2
4,b8312,2019-08-26 13:33:23.547,2019-08-29 08:12:09.913,1.0,2,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 1, 2, 183)","(2, 2, 2, 183)",False,2
4,b397,2019-08-26 13:34:40.607,2019-08-26 13:35:03.432,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b291,2019-08-26 13:35:30.155,2019-08-26 13:35:53.404,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b856,2019-08-26 13:36:18.526,2019-08-29 07:22:43.877,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b8315,2019-08-26 13:37:11.486,2019-08-26 13:37:36.432,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b526,2019-08-26 13:38:14.473,2019-09-01 08:44:25.378,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b724,2019-08-26 13:39:35.458,2019-08-26 13:40:01.304,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4971,2019-08-26 15:35:41.745,2019-08-26 15:35:57.810,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b6792,2019-08-26 15:36:25.240,2019-08-26 15:36:46.978,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4183,2019-08-26 15:37:11.696,2019-08-26 15:37:27.523,0.0,1,sprint,PRACTICE,0.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b2152,2019-08-26 15:38:07.034,2019-08-26 15:38:32.805,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b3796,2019-08-26 15:38:52.870,2019-08-26 15:39:12.808,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b11586,2019-08-26 15:39:47.973,2019-08-26 15:40:02.875,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b3858,2019-08-26 15:40:22.290,2019-08-26 15:40:37.874,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b6007,2019-08-26 15:40:49.622,2019-09-18 09:02:25.328,1.0,3,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b3584,2019-08-26 15:41:21.590,2019-08-26 15:41:53.040,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b5893,2019-08-26 15:42:29.541,2019-08-26 15:42:48.846,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4457,2019-08-26 15:43:01.412,2019-08-26 15:43:29.387,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4588,2019-08-26 15:43:49.002,2019-08-26 15:44:22.618,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b5055,2019-08-26 15:45:03.916,2019-09-01 08:54:37.564,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b7585,2019-08-26 15:45:52.490,2019-08-29 07:28:35.173,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4720,2019-08-26 15:46:50.544,2019-08-26 15:47:20.483,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b2230,2019-08-26 15:47:48.445,2019-08-26 15:48:12.848,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b2227,2019-08-26 15:49:05.630,2019-08-26 15:49:28.207,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b7421,2019-08-26 15:49:54.361,2019-09-03 07:06:57.993,0.5,2,sprint,PRACTICE,1.0,-0.5,-1.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4454,2019-08-26 15:51:04.496,2019-08-26 15:51:29.417,1.0,1,sprint,PRACTICE,0.5,0.5,6.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b3634,2019-08-26 15:51:51.409,2019-08-26 15:52:12.860,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1663,2019-08-27 03:12:21.435,2019-09-03 07:15:10.141,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1635,2019-08-27 03:15:38.899,2019-08-27 03:17:12.431,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1595,2019-08-27 03:18:04.998,2019-08-27 03:19:40.998,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1773,2019-08-27 03:20:57.475,2019-08-27 03:22:14.188,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1753,2019-08-27 03:22:21.008,2019-08-27 03:24:04.555,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1481,2019-08-27 03:24:21.755,2019-08-27 03:25:50.035,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1448,2019-08-27 03:27:24.463,2019-08-27 03:29:05.666,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1461,2019-08-27 03:30:19.047,2019-08-27 03:31:48.280,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1667,2019-08-27 03:33:03.363,2019-08-27 03:34:26.889,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b1443,2019-08-27 03:34:49.926,2019-08-27 03:36:07.066,1.0,1,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b2795,2019-08-27 03:37:12.306,2019-08-29 08:09:01.460,1.0,2,sprint,PRACTICE,1.0,0.0,0.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b6166,2019-08-27 03:47:54.280,2019-08-27 03:48:08.510,0.0,1,sprint,PRACTICE,1.0,-1.0,-2.0,0,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
4,b4032,2019-08-27 03:48:37.905,2019-08-27 03:49:04.165,1.0,1,sprint,PRACTICE,0.0,1.0,7.0,5,"(2, 2, 2, 183)","(2, 2, 2, 183)",False,2
