user_id,lecture_id,start_time,end_time,duration_seconds,source,platform,part,tags,video_length,video_length_seconds,deployed_at,completion_ratio,valid_video_length
1,l560,2019-09-27 12:56:43.694,2019-09-27 12:59:59.798,196.104,adaptive_offer,mobile,6,76,264000,264.0,1570426335335,0.7428181818181818,True
1,l531,2019-09-28 02:55:52.242,2019-09-28 02:59:21.290,209.048,my_note,mobile,5,113,202000,202.0,1570426126589,1.0,True
1,l551,2019-09-28 02:59:25.823,2019-09-28 03:03:18.748,232.925,my_note,mobile,5,123,151000,151.0,1570426220326,1.0,True
1,l485,2019-09-28 03:32:08.848,2019-09-28 03:37:02.797,293.949,my_note,mobile,5,77,190000,190.0,1570425759703,1.0,True
1,l545,2019-09-28 03:58:09.647,2019-09-28 04:04:13.337,363.69,my_note,mobile,5,90,342000,342.0,1570426191554,1.0,True
1,l506,2019-09-28 04:04:16.605,2019-09-28 04:07:51.195,214.59,my_note,mobile,5,106,226000,226.0,1570425969459,0.9495132743362832,True
1,l488,2019-09-28 04:07:55.024,2019-09-28 04:14:21.854,386.83,my_note,mobile,5,76,264000,264.0,1570425815178,1.0,True
1,l235,2019-09-28 04:15:59.099,2019-09-28 04:20:29.225,270.126,archive,mobile,-1,-1,-1,,-1,,False
1,l235,2019-09-28 04:20:30.946,2019-09-28 04:20:34.569,3.623,archive,mobile,-1,-1,-1,,-1,,False
4,l464,2019-08-26 10:38:34.678,2019-08-26 10:41:57.403,202.725,adaptive_offer,mobile,3,52,181000,181.0,1570425490998,1.0,True
4,l561,2019-08-26 10:52:41.631,2019-08-26 10:59:29.669,408.038,adaptive_offer,mobile,6,83,381000,381.0,1570426347511,1.0,True
4,l530,2019-08-26 12:16:47.200,2019-08-26 12:32:54.215,967.015,adaptive_offer,mobile,5,124,242000,242.0,1570426124003,1.0,True
4,l629,2019-08-26 13:03:35.832,2019-08-26 13:08:12.577,276.745,adaptive_offer,mobile,6,143,267000,267.0,1570426775319,1.0,True
4,l231,2019-08-26 15:54:00.994,2019-08-26 16:00:40.530,399.536,archive,mobile,-1,-1,-1,,-1,,False
4,l228,2019-08-26 16:00:47.161,2019-08-26 16:06:13.292,326.131,archive,mobile,-1,-1,-1,,-1,,False
4,l559,2019-08-27 05:29:38.972,2019-08-27 05:33:58.806,259.834,adaptive_offer,mobile,6,85,222000,222.0,1570426319947,1.0,True
4,l918,2019-08-27 05:42:46.488,2019-08-27 05:46:18.277,211.789,adaptive_offer,mobile,6,83,198000,198.0,1570426814852,1.0,True
4,l514,2019-08-28 13:56:51.652,2019-08-28 13:58:43.824,112.172,adaptive_offer,mobile,5,129,276000,276.0,1570426033609,0.40642028985507245,True
4,l514,2019-08-28 14:11:08.979,2019-08-28 14:16:09.437,300.458,adaptive_offer,mobile,5,129,276000,276.0,1570426033609,1.0,True
4,l650,2019-08-28 14:29:13.626,2019-08-28 14:35:27.888,374.262,adaptive_offer,mobile,5,94,320000,320.0,1570425901471,1.0,True
4,l478,2019-09-01 07:29:08.205,2019-09-01 07:33:08.078,239.873,adaptive_offer,mobile,4,57,226000,226.0,1570425671285,1.0,True
4,l461,2019-09-12 14:31:32.853,2019-09-12 14:37:01.359,328.506,archive,mobile,3,56,141000,141.0,1570425478377,1.0,True
4,l462,2019-09-12 14:37:16.537,2019-09-12 14:43:20.789,364.252,archive,mobile,3,55,120000,120.0,1570425483199,1.0,True
4,l472,2019-09-12 14:43:31.844,2019-09-12 14:51:21.283,469.439,archive,mobile,4,68,175000,175.0,1570425624064,1.0,True
4,l465,2019-09-12 14:51:56.486,2019-09-12 14:58:13.640,377.154,archive,mobile,3,54,165000,165.0,1570425497875,1.0,True
4,l483,2019-09-13 08:08:07.880,2019-09-13 08:12:08.638,240.758,adaptive_offer,mobile,4,52,232000,232.0,1570425692819,1.0,True
4,l689,2019-09-15 15:14:57.738,2019-09-15 15:17:56.465,178.727,adaptive_offer,mobile,2,35,170000,170.0,1570425414267,1.0,True
5,l588,2019-08-29 07:16:22.588,2019-08-29 07:30:59.098,876.51,my_note,web,6,130,326000,326.0,1570426582298,1.0,True
5,l550,2019-08-29 08:41:04.823,2019-08-29 08:43:36.286,151.463,adaptive_offer,web,5,145,223000,223.0,1570426215961,0.6792062780269058,True
5,l533,2019-08-29 08:44:03.863,2019-08-29 08:46:27.279,143.416,adaptive_offer,web,5,108,132000,132.0,1570426133158,1.0,True
5,l552,2019-08-29 08:58:54.810,2019-08-29 09:04:48.460,353.65,adaptive_offer,web,5,140,176000,176.0,1570426224905,1.0,True
5,l524,2019-08-29 09:10:54.034,2019-08-29 09:11:31.419,37.385,adaptive_offer,web,5,87,256000,256.0,1570426097984,0.14603515625,True
5,l532,2019-08-30 06:00:07.928,2019-08-30 06:02:43.368,155.44,adaptive_offer,web,5,104,134000,134.0,1570426130381,1.0,True
5,l689,2019-09-04 12:45:24.993,2019-09-04 12:48:20.326,175.333,adaptive_offer,web,2,35,170000,170.0,1570425414267,1.0,True
5,l447,2019-09-04 12:54:22.710,2019-09-04 12:57:56.954,214.244,adaptive_offer,web,2,33,208000,208.0,1570425364050,1.0,True
5,l684,2019-09-04 12:59:39.255,2019-09-04 13:02:01.167,141.912,adaptive_offer,web,2,30,137000,137.0,1570425401580,1.0,True
7,l451,2019-03-19 15:19:37.508,2019-03-19 15:21:11.332,93.824,adaptive_offer,mobile,2,40,215000,215.0,1570425380455,0.43639069767441857,True
7,l456,2019-03-22 11:12:19.303,2019-03-22 11:15:28.917,189.614,adaptive_offer,mobile,2,23,177000,177.0,1542120362641,1.0,True
7,l448,2019-03-22 11:16:59.079,2019-03-22 11:19:49.302,170.223,adaptive_offer,mobile,2,41,177000,177.0,1570425369270,0.9617118644067797,True
7,l447,2019-03-22 11:35:35.136,2019-03-22 11:37:45.959,130.823,adaptive_offer,mobile,2,33,208000,208.0,1570425364050,0.6289567307692308,True
7,l548,2019-03-22 12:35:45.537,2019-03-22 12:38:23.450,157.913,adaptive_offer,mobile,5,110,133000,133.0,1570426205581,1.0,True
7,l235,2019-03-22 12:59:16.030,2019-03-22 13:05:42.714,386.684,archive,mobile,-1,-1,-1,,-1,,False
7,l14,2019-03-22 13:06:23.893,2019-03-22 13:10:18.266,234.373,archive,mobile,-1,-1,-1,,-1,,False
7,l34,2019-03-22 13:10:21.926,2019-03-22 13:13:46.233,204.307,archive,mobile,-1,-1,-1,,-1,,False
7,l35,2019-03-22 13:13:58.734,2019-03-22 13:17:44.833,226.099,archive,mobile,-1,-1,-1,,-1,,False
7,l39,2019-03-22 13:17:51.765,2019-03-22 13:20:49.442,177.677,archive,mobile,-1,-1,-1,,-1,,False
7,l40,2019-03-22 13:21:11.470,2019-03-22 13:24:32.461,200.991,archive,mobile,-1,-1,-1,,-1,,False
7,l41,2019-03-22 13:24:53.888,2019-03-22 13:29:05.040,251.152,archive,mobile,-1,-1,-1,,-1,,False
7,l42,2019-03-22 13:39:19.876,2019-03-22 13:42:36.418,196.542,archive,mobile,-1,-1,-1,,-1,,False
7,l43,2019-03-22 13:43:07.764,2019-03-22 13:45:41.408,153.644,archive,mobile,-1,-1,-1,,-1,,False
7,l44,2019-03-22 13:46:00.941,2019-03-22 13:49:06.635,185.694,archive,mobile,-1,-1,-1,,-1,,False
7,l45,2019-03-22 13:49:17.750,2019-03-22 13:52:06.797,169.047,archive,mobile,-1,-1,-1,,-1,,False
7,l551,2019-05-10 06:22:04.715,2019-05-10 06:24:46.954,162.239,adaptive_offer,mobile,5,123,151000,151.0,1570426220326,1.0,True
7,l217,2019-05-10 07:37:57.113,2019-05-10 07:41:24.025,206.912,archive,mobile,-1,-1,-1,,-1,,False
7,l222,2019-05-10 07:41:24.131,2019-05-10 07:46:56.078,331.947,archive,mobile,-1,-1,-1,,-1,,False
7,l547,2019-05-10 09:44:27.046,2019-05-10 09:47:00.377,153.331,adaptive_offer,mobile,5,126,172000,172.0,1570426201559,0.8914593023255813,True
7,l546,2019-05-10 09:49:46.076,2019-05-10 09:52:52.134,186.058,adaptive_offer,mobile,5,79,175000,175.0,1570426196896,1.0,True
7,l650,2019-05-13 07:55:15.937,2019-05-13 07:59:32.575,256.638,adaptive_offer,mobile,5,94,320000,320.0,1570425901471,0.80199375,True
7,l46,2019-05-13 08:46:00.578,2019-05-13 08:50:12.713,252.135,archive,mobile,-1,-1,-1,,-1,,False
7,l82,2019-05-13 08:50:38.304,2019-05-13 08:56:21.343,343.039,archive,mobile,-1,-1,-1,,-1,,False
7,l134,2019-05-13 10:15:11.438,2019-05-13 10:17:40.868,149.43,archive,mobile,-1,-1,-1,,-1,,False
7,l133,2019-05-13 10:17:42.140,2019-05-13 10:20:02.438,140.298,archive,mobile,-1,-1,-1,,-1,,False
7,l159,2019-05-13 10:20:13.153,2019-05-13 10:23:30.590,197.437,archive,mobile,-1,-1,-1,,-1,,False
7,l455,2019-05-13 10:49:48.021,2019-05-13 10:53:05.661,197.64,adaptive_offer,mobile,2,42,191000,191.0,1570425394449,1.0,True
7,l694,2019-05-13 11:06:03.823,2019-05-13 11:08:18.312,134.489,adaptive_offer,mobile,2,40,167000,167.0,1570425423548,0.8053233532934132,True
7,l215,2019-05-13 11:09:55.456,2019-05-13 11:10:43.758,48.302,archive,mobile,-1,-1,-1,,-1,,False
7,l183,2019-05-14 06:54:57.363,2019-05-14 06:59:28.525,271.162,archive,mobile,-1,-1,-1,,-1,,False
7,l184,2019-05-14 06:59:30.011,2019-05-14 07:02:21.321,171.31,archive,mobile,-1,-1,-1,,-1,,False
7,l185,2019-05-14 07:02:35.021,2019-05-14 07:05:16.790,161.769,archive,mobile,-1,-1,-1,,-1,,False
7,l186,2019-05-14 07:05:31.504,2019-05-14 07:07:33.733,122.229,archive,mobile,-1,-1,-1,,-1,,False
7,l187,2019-05-14 07:07:49.760,2019-05-14 07:10:29.978,160.218,archive,mobile,-1,-1,-1,,-1,,False
7,l188,2019-05-14 07:10:37.536,2019-05-14 07:13:41.878,184.342,archive,mobile,-1,-1,-1,,-1,,False
7,l189,2019-05-14 07:13:59.376,2019-05-14 07:16:48.578,169.202,archive,mobile,-1,-1,-1,,-1,,False
7,l84,2019-05-14 07:17:16.346,2019-05-14 07:20:25.711,189.365,archive,mobile,-1,-1,-1,,-1,,False
7,l190,2019-05-14 07:20:31.492,2019-05-14 07:25:39.626,308.134,archive,mobile,-1,-1,-1,,-1,,False
7,l194,2019-05-14 07:25:46.693,2019-05-14 07:31:36.223,349.53,archive,mobile,-1,-1,-1,,-1,,False
7,l195,2019-05-14 07:31:47.304,2019-05-14 07:38:04.117,376.813,archive,mobile,-1,-1,-1,,-1,,False
7,l197,2019-05-14 08:04:41.186,2019-05-14 08:06:00.135,78.949,archive,mobile,-1,-1,-1,,-1,,False
7,l197,2019-05-14 08:06:08.822,2019-05-14 08:10:49.288,280.466,archive,mobile,-1,-1,-1,,-1,,False
7,l198,2019-05-14 08:12:36.156,2019-05-14 08:18:14.470,338.314,archive,mobile,-1,-1,-1,,-1,,False
7,l192,2019-05-14 08:18:39.501,2019-05-14 08:25:04.347,384.846,archive,mobile,-1,-1,-1,,-1,,False
7,l193,2019-05-14 08:26:58.079,2019-05-14 08:32:49.905,351.826,archive,mobile,-1,-1,-1,,-1,,False
7,l703,2019-05-14 08:47:07.423,2019-05-14 08:50:41.317,213.894,adaptive_offer,mobile,2,33,213000,213.0,1570425440905,1.0,True
7,l699,2019-05-14 08:56:27.145,2019-05-14 08:58:45.660,138.515,adaptive_offer,mobile,2,40,146000,146.0,1570425431347,0.9487328767123286,True
7,l705,2019-05-14 09:21:33.234,2019-05-14 09:23:44.965,131.731,adaptive_offer,mobile,2,26,156000,156.0,1570425442225,0.8444294871794872,True
7,l457,2019-05-14 10:09:48.460,2019-05-14 10:11:02.881,74.421,adaptive_offer,mobile,2,30,137000,137.0,1542120362682,0.5432189781021898,True
7,l511,2019-05-15 06:44:20.630,2019-05-15 06:44:50.857,30.227,adaptive_offer,mobile,5,80,261000,261.0,1570426019867,0.11581226053639847,True
7,l511,2019-05-15 06:45:45.368,2019-05-15 06:46:00.816,15.448,adaptive_offer,mobile,5,80,261000,261.0,1570426019867,0.059187739463601535,True
7,l511,2019-05-15 06:46:03.109,2019-05-15 06:49:57.909,234.8,adaptive_offer,mobile,5,80,261000,261.0,1570426019867,0.8996168582375479,True
7,l771,2019-05-15 06:51:37.216,2019-05-15 06:53:54.557,137.341,adaptive_offer,mobile,5,128,132000,132.0,1570426246589,1.0,True
7,l526,2019-05-15 06:55:17.123,2019-05-15 06:58:00.020,162.897,adaptive_offer,mobile,5,128,154000,154.0,1570426104854,1.0,True
7,l513,2019-05-15 07:11:53.017,2019-05-15 07:13:52.014,118.997,adaptive_offer,mobile,5,121,273000,273.0,1570426028788,0.4358864468864469,True
7,l550,2019-05-15 07:18:22.103,2019-05-15 07:20:39.500,137.397,adaptive_offer,mobile,5,145,223000,223.0,1570426215961,0.6161300448430493,True
7,l521,2019-05-15 07:37:02.300,2019-05-15 07:38:43.703,101.403,adaptive_offer,mobile,5,81,393000,393.0,1570426080187,0.2580229007633588,True
7,l552,2019-05-15 07:57:57.937,2019-05-15 08:01:34.843,216.906,adaptive_offer,mobile,5,140,176000,176.0,1570426224905,1.0,True
7,l508,2019-05-15 08:04:37.595,2019-05-15 08:09:23.177,285.582,adaptive_offer,mobile,5,96,280000,280.0,1570425999036,1.0,True
7,l522,2019-05-15 08:11:00.579,2019-05-15 08:12:58.267,117.688,adaptive_offer,mobile,5,114,370000,370.0,1570426087969,0.3180756756756757,True
7,l544,2019-05-15 09:02:59.524,2019-05-15 09:06:06.293,186.769,adaptive_offer,mobile,5,97,178000,178.0,1570426181773,1.0,True
7,l499,2019-05-15 09:09:13.153,2019-05-15 09:10:05.414,52.261,adaptive_offer,mobile,5,73,269000,269.0,1570425908192,0.19427881040892195,True
7,l540,2019-05-15 09:24:04.014,2019-05-15 09:26:50.498,166.484,adaptive_offer,mobile,5,137,283000,283.0,1570426165008,0.5882826855123675,True
7,l528,2019-05-15 09:31:37.834,2019-05-15 09:33:08.318,90.484,adaptive_offer,mobile,5,89,193000,193.0,1570426112193,0.46882901554404144,True
7,l629,2019-05-15 10:33:05.570,2019-05-15 10:35:29.904,144.334,adaptive_offer,mobile,6,143,267000,267.0,1570426775319,0.5405767790262173,True
7,l138,2019-05-16 08:03:38.895,2019-05-16 08:06:35.440,176.545,archive,mobile,-1,-1,-1,,-1,,False
7,l141,2019-05-16 08:06:38.146,2019-05-16 08:09:00.077,141.931,archive,mobile,-1,-1,-1,,-1,,False
7,l161,2019-05-16 08:09:10.254,2019-05-16 08:11:27.067,136.813,archive,mobile,-1,-1,-1,,-1,,False
7,l158,2019-05-16 08:11:28.627,2019-05-16 08:15:39.530,250.903,archive,mobile,-1,-1,-1,,-1,,False
7,l160,2019-05-16 08:15:39.642,2019-05-16 08:17:48.661,129.019,archive,mobile,-1,-1,-1,,-1,,False
7,l484,2019-05-16 08:18:17.959,2019-05-16 08:21:57.350,219.391,adaptive_offer,mobile,4,54,205000,205.0,1570425698893,1.0,True
7,l464,2019-05-16 09:03:28.547,2019-05-16 09:03:58.460,29.913,adaptive_offer,mobile,3,52,181000,181.0,1570425490998,0.16526519337016574,True
7,l737,2019-05-16 09:09:30.648,2019-05-16 09:14:21.082,290.434,adaptive_offer,mobile,4,54,288000,288.0,1570425729930,1.0,True
7,l809,2019-05-16 09:25:39.337,2019-05-16 09:32:11.504,392.167,adaptive_offer,mobile,6,143,340000,340.0,1570426838329,1.0,True
7,l685,2019-05-16 10:21:16.682,2019-05-16 10:22:12.071,55.389,adaptive_offer,mobile,2,27,144000,144.0,1570425407893,0.38464583333333335,True
7,l145,2019-05-18 11:01:36.807,2019-05-18 11:02:01.286,24.479,archive,mobile,-1,-1,-1,,-1,,False
7,l145,2019-05-18 11:02:02.854,2019-05-18 11:02:08.448,5.594,archive,mobile,-1,-1,-1,,-1,,False
7,l145,2019-05-18 11:02:16.417,2019-05-18 11:02:39.403,22.986,archive,mobile,-1,-1,-1,,-1,,False
7,l145,2019-05-18 11:03:50.295,2019-05-18 11:06:02.769,132.474,archive,mobile,-1,-1,-1,,-1,,False
7,l136,2019-05-18 11:06:03.035,2019-05-18 11:08:39.055,156.02,archive,mobile,-1,-1,-1,,-1,,False
7,l140,2019-05-18 11:08:39.223,2019-05-18 11:10:58.722,139.499,archive,mobile,-1,-1,-1,,-1,,False
7,l120,2019-05-18 11:10:58.810,2019-05-18 11:14:17.181,198.371,archive,mobile,-1,-1,-1,,-1,,False
7,l119,2019-05-18 11:14:23.199,2019-05-18 11:18:06.887,223.688,archive,mobile,-1,-1,-1,,-1,,False
7,l126,2019-05-18 11:18:39.794,2019-05-18 11:22:21.745,221.951,archive,mobile,-1,-1,-1,,-1,,False
7,l86,2019-05-18 11:23:24.784,2019-05-18 11:26:28.900,184.116,archive,mobile,-1,-1,-1,,-1,,False
7,l881,2019-05-18 11:47:07.164,2019-05-18 11:48:52.548,105.384,adaptive_offer,mobile,2,33,115000,115.0,1570425460985,0.9163826086956521,True
7,l525,2019-05-20 08:12:36.215,2019-05-20 08:14:59.112,142.897,adaptive_offer,mobile,5,138,249000,249.0,1570426101603,0.5738835341365461,True
7,l747,2019-05-20 08:24:23.894,2019-05-20 08:26:36.729,132.835,adaptive_offer,mobile,5,81,268000,268.0,1570426239536,0.4956529850746269,True
7,l764,2019-05-20 08:50:54.129,2019-05-20 08:53:50.661,176.532,adaptive_offer,mobile,5,117,196000,196.0,1570426244125,0.9006734693877552,True
7,l487,2019-05-20 09:03:10.522,2019-05-20 09:08:04.659,294.137,adaptive_offer,mobile,5,85,222000,222.0,1570425800647,1.0,True
7,l490,2019-05-20 09:30:25.594,2019-05-20 09:36:19.817,354.223,adaptive_offer,mobile,5,71,342000,342.0,1570425831964,1.0,True
7,l786,2019-05-20 09:45:57.471,2019-05-20 09:49:22.870,205.399,adaptive_offer,mobile,5,114,234000,234.0,1570426250942,0.8777735042735043,True
7,l742,2019-05-20 09:54:51.058,2019-05-20 09:55:24.312,33.254,adaptive_offer,mobile,5,71,193000,193.0,1570426237264,0.172300518134715,True
7,l778,2019-05-20 10:12:07.252,2019-05-20 10:13:31.291,84.039,adaptive_offer,mobile,5,123,206000,206.0,1570426248668,0.40795631067961163,True
7,l460,2019-05-20 10:52:36.271,2019-05-20 10:53:57.529,81.258,adaptive_offer,mobile,3,58,166000,166.0,1570425474350,0.4895060240963855,True
7,l270,2019-05-21 07:49:00.669,2019-05-21 07:52:47.229,226.56,archive,mobile,-1,-1,-1,,-1,,False
7,l462,2019-05-21 07:53:00.682,2019-05-21 07:55:12.106,131.424,adaptive_offer,mobile,3,55,120000,120.0,1570425483199,1.0,True
7,l549,2019-05-23 10:23:43.506,2019-05-23 10:26:28.420,164.914,adaptive_offer,mobile,5,109,217000,217.0,1570426211607,0.7599723502304147,True
7,l494,2019-05-23 10:32:55.984,2019-05-23 10:34:18.778,82.794,adaptive_offer,mobile,5,134,268000,268.0,1570425872135,0.30893283582089553,True
7,l507,2019-05-23 10:37:55.703,2019-05-23 10:39:15.015,79.312,adaptive_offer,mobile,5,84,300000,300.0,1570425988513,0.26437333333333335,True
7,l488,2019-05-23 11:15:59.732,2019-05-23 11:23:25.740,446.008,adaptive_offer,mobile,5,76,264000,264.0,1570425815178,1.0,True
7,l82,2019-08-30 06:03:16.939,2019-08-30 06:04:21.292,64.353,archive,mobile,-1,-1,-1,,-1,,False
7,l82,2019-08-30 06:04:35.035,2019-08-30 06:06:55.008,139.973,archive,mobile,-1,-1,-1,,-1,,False
7,l82,2019-08-30 06:07:14.636,2019-08-30 06:07:50.536,35.9,archive,mobile,-1,-1,-1,,-1,,False
7,l82,2019-08-30 06:07:53.126,2019-08-30 06:09:04.984,71.858,archive,mobile,-1,-1,-1,,-1,,False
7,l105,2019-08-30 06:13:24.922,2019-08-30 06:13:46.634,21.712,archive,mobile,-1,-1,-1,,-1,,False
7,l83,2019-08-30 06:18:10.505,2019-08-30 06:22:57.300,286.795,archive,mobile,-1,-1,-1,,-1,,False
7,l38,2019-08-30 06:23:10.054,2019-08-30 06:24:23.987,73.933,archive,mobile,-1,-1,-1,,-1,,False
7,l37,2019-08-30 06:24:34.725,2019-08-30 06:27:07.142,152.417,archive,mobile,-1,-1,-1,,-1,,False
7,l36,2019-08-30 06:27:38.492,2019-08-30 06:30:39.860,181.368,archive,mobile,-1,-1,-1,,-1,,False
7,l671,2019-08-30 06:52:44.740,2019-08-30 06:55:44.238,179.498,adaptive_offer,mobile,1,5,193000,193.0,1570425316418,0.930041450777202,True
9,l85,2019-08-07 07:23:52.699,2019-08-07 07:32:45.148,532.449,archive,mobile,-1,-1,-1,,-1,,False
9,l84,2019-08-07 07:34:37.277,2019-08-07 07:40:04.146,326.869,archive,mobile,-1,-1,-1,,-1,,False
9,l85,2019-08-07 07:40:09.661,2019-08-07 07:40:48.944,39.283,archive,mobile,-1,-1,-1,,-1,,False
9,l219,2019-08-07 07:40:49.018,2019-08-07 07:50:07.963,558.945,archive,mobile,-1,-1,-1,,-1,,False
9,l219,2019-08-07 07:50:29.461,2019-08-07 07:50:48.313,18.852,archive,mobile,-1,-1,-1,,-1,,False
9,l220,2019-08-07 07:50:52.182,2019-08-07 07:55:23.704,271.522,archive,mobile,-1,-1,-1,,-1,,False
9,l218,2019-08-07 07:55:37.402,2019-08-07 08:00:02.513,265.111,archive,mobile,-1,-1,-1,,-1,,False
9,l184,2019-08-07 08:00:57.417,2019-08-07 08:02:01.948,64.531,archive,mobile,-1,-1,-1,,-1,,False
9,l184,2019-08-07 08:02:03.428,2019-08-07 08:02:37.868,34.44,archive,mobile,-1,-1,-1,,-1,,False
9,l84,2019-08-07 08:07:35.376,2019-08-07 08:07:43.924,8.548,archive,mobile,-1,-1,-1,,-1,,False
11,l451,2019-08-26 03:36:47.783,2019-08-26 03:41:06.255,258.472,adaptive_offer,mobile,2,40,215000,215.0,1570425380455,1.0,True
11,l511,2019-08-26 12:30:50.159,2019-08-26 12:35:42.620,292.461,adaptive_offer,mobile,5,80,261000,261.0,1570426019867,1.0,True
11,l447,2019-08-28 01:18:42.007,2019-08-28 01:22:28.378,226.371,adaptive_offer,mobile,2,33,208000,208.0,1570425364050,1.0,True
11,l676,2019-08-29 22:41:36.244,2019-08-29 22:45:21.614,225.37,adaptive_offer,mobile,1,17,204000,204.0,1570425317840,1.0,True
11,l457,2019-08-30 00:03:24.269,2019-08-30 00:05:53.982,149.713,adaptive_offer,mobile,2,30,137000,137.0,1542120362682,1.0,True
11,l557,2019-08-30 07:20:12.875,2019-08-30 07:23:41.201,208.326,adaptive_offer,mobile,6,77,190000,190.0,1570426277691,1.0,True
11,l560,2019-08-30 08:05:45.066,2019-08-30 08:10:44.109,299.043,adaptive_offer,mobile,6,76,264000,264.0,1570426335335,1.0,True
11,l459,2019-08-30 13:51:25.115,2019-08-30 13:55:54.798,269.683,adaptive_offer,mobile,3,57,249000,249.0,1570425467597,1.0,True
11,l462,2019-08-30 14:11:30.717,2019-08-30 14:13:43.839,133.122,adaptive_offer,mobile,3,55,120000,120.0,1570425483199,1.0,True
11,l456,2019-08-30 22:49:40.559,2019-08-30 22:53:00.271,199.712,adaptive_offer,mobile,2,23,177000,177.0,1542120362641,1.0,True
11,l448,2019-09-01 21:13:50.305,2019-09-01 21:17:00.502,190.197,adaptive_offer,mobile,2,41,177000,177.0,1570425369270,1.0,True
11,l703,2019-09-01 21:18:52.410,2019-09-01 21:22:45.206,232.796,adaptive_offer,mobile,2,33,213000,213.0,1570425440905,1.0,True
11,l446,2019-09-01 21:24:24.472,2019-09-01 21:27:26.480,182.008,adaptive_offer,mobile,2,25,171000,171.0,1570425359844,1.0,True
11,l455,2019-09-03 09:11:08.226,2019-09-03 09:14:57.775,229.549,adaptive_offer,mobile,2,42,191000,191.0,1570425394449,1.0,True
11,l455,2019-09-03 09:15:02.927,2019-09-03 09:16:01.340,58.413,adaptive_offer,mobile,2,42,191000,191.0,1570425394449,0.30582722513089006,True
11,l513,2019-09-04 01:44:34.818,2019-09-04 01:50:31.486,356.668,adaptive_offer,mobile,5,121,273000,273.0,1570426028788,1.0,True
11,l464,2019-09-04 03:12:36.608,2019-09-04 03:15:43.617,187.009,adaptive_offer,web,3,52,181000,181.0,1570425490998,1.0,True
11,l716,2019-09-04 03:17:23.146,2019-09-04 03:22:30.670,307.524,adaptive_offer,web,3,55,306000,306.0,1570425501252,1.0,True
11,l721,2019-09-04 05:20:14.471,2019-09-04 05:26:42.384,387.913,adaptive_offer,mobile,3,52,372000,372.0,1570425523933,1.0,True
11,l717,2019-09-04 05:36:21.797,2019-09-04 05:42:39.738,377.941,adaptive_offer,mobile,3,55,370000,370.0,1570425504872,1.0,True
11,l560,2019-09-04 07:02:17.855,2019-09-04 07:06:47.030,269.175,adaptive_offer,web,6,76,264000,264.0,1570426335335,1.0,True
